"ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
37,90.6000,,90.6000,0.191182,,0.191182,0.0696923,,0.0696923,11.5331,,11.5331,0.288686,,0.288686,39.9504,,0.191182,,0.191182,90.6000,,90.6000,,90.6000
38,581.2577,99.0000,680.2577,0.0170176,0.0164624,0.0170176,0.447121,0.0761538,0.447121,6.37,1.08494,7.45494,0.16486,0.027163,0.192023,38.6389,39.9419,0.0170176,0.0164624,0.0170176,581.2577,99.0000,581.2577,99.0000,680.2577
40,86.9004,84.3581,171.2586,0.120842,0.120835,0.120842,0.0668465,0.0648909,0.0668465,6.99279,6.78821,13.7810,0.175021,0.169891,0.344912,39.9540,39.9564,0.120842,0.120835,0.120842,86.9004,84.3581,86.9004,84.3581,171.2586
42,90.6000,575.4000,666.0000,0.396239,0.409437,0.409437,0.0696923,0.442615,0.442615,23.9032,151.8089,175.7121,0.598321,3.9265,4.52482,39.9504,38.6627,0.396239,0.409437,0.409437,90.6000,575.4000,90.6000,575.4000,666.0000
44,0.0000,0.0000,0.0000,0.040479,0.040479,0.040479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.040479,0.040479,0.040479,0.0000,0.0000,0.0000,0.0000,0.0000
46,0.0000,0.0000,0.0000,0.129717,0.129717,0.129717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.129717,0.129717,0.129717,0.0000,0.0000,0.0000,0.0000,0.0000
48,0.0000,0.0000,0.0000,0.181236,0.181236,0.181236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.181236,0.181236,0.181236,0.0000,0.0000,0.0000,0.0000,0.0000
50,155.4000,52.8000,208.2000,0.302208,0.301362,0.302208,0.119538,0.0406154,0.119538,31.2065,10.6030,41.8095,0.78272,0.265199,1.04792,39.8693,39.9812,0.302208,0.301362,0.302208,155.4000,52.8000,155.4000,52.8000,208.2000
52,204.6000,54.3494,258.9494,0.152809,0.152067,0.152809,0.157385,0.0418072,0.157385,20.7317,5.50712,26.2388,0.52108,0.137746,0.658826,39.7860,39.9802,0.152809,0.152067,0.152809,204.6000,54.3494,204.6000,54.3494,258.9494
54,66.1586,,66.1586,0.238495,,0.238495,0.0508912,,0.0508912,10.5116,,10.5116,0.262975,,0.262975,39.9718,,0.238495,,0.238495,66.1586,,66.1586,,66.1586
55,51.0000,364.6092,415.6092,0.149936,0.15215,0.15215,0.0392308,0.280469,0.280469,5.09556,36.4292,41.5248,0.127445,0.924587,1.05203,39.9824,39.4005,0.149936,0.15215,0.15215,51.0000,364.6092,51.0000,364.6092,415.6092
57,0.0000,40.8000,40.8000,0.186577,0.186633,0.186633,0.0000,0.0313846,0.0313846,0.0000,5.07491,5.07491,0.0000,0.12691,0.12691,40.0000,39.9882,0.186577,0.186633,0.186633,0.0000,40.8000,0.0000,40.8000,40.8000
59,0.0000,0.0000,0.0000,0.296073,0.296073,0.296073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.296073,0.296073,0.296073,0.0000,0.0000,0.0000,0.0000,0.0000
61,0.0000,0.0000,0.0000,0.303216,0.303216,0.303216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.303216,0.303216,0.303216,0.0000,0.0000,0.0000,0.0000,0.0000
63,479.0903,99.6000,578.6903,0.159092,0.155459,0.159092,0.368531,0.0766154,0.368531,49.5796,10.3073,59.8869,1.27032,0.258062,1.52838,39.0292,39.9412,0.159092,0.155459,0.159092,479.0903,99.6000,479.0903,99.6000,578.6903
65,99.6000,479.0903,578.6903,0.152615,0.156182,0.156182,0.0766154,0.368531,0.368531,10.1188,48.6727,58.7915,0.253341,1.24708,1.50043,39.9412,39.0292,0.152615,0.156182,0.156182,99.6000,479.0903,99.6000,479.0903,578.6903
67,48.6000,67.2000,115.8000,0.150844,0.150892,0.150892,0.0373846,0.0516923,0.0516923,4.88537,6.75508,11.6404,0.122184,0.168999,0.291183,39.9838,39.9710,0.150844,0.150892,0.150892,48.6000,67.2000,48.6000,67.2000,115.8000
69,96.0000,69.6000,165.6000,0.150162,0.150071,0.150162,0.0738462,0.0535385,0.0738462,9.59712,6.95791,16.5550,0.240259,0.174082,0.414341,39.9450,39.9691,0.150162,0.150071,0.150162,96.0000,69.6000,96.0000,69.6000,165.6000
71,158.4000,51.6000,210.0000,0.195394,0.194821,0.195394,0.121846,0.0396923,0.121846,20.5638,6.69882,27.2626,0.515839,0.167546,0.683385,39.8647,39.9820,0.195394,0.194821,0.195394,158.4000,51.6000,158.4000,51.6000,210.0000
73,51.6000,158.4000,210.0000,0.201344,0.201936,0.201936,0.0396923,0.121846,0.121846,6.92312,21.2524,28.1755,0.173156,0.533112,0.706268,39.9820,39.8647,0.201344,0.201936,0.201936,51.6000,158.4000,51.6000,158.4000,210.0000
75,578.4000,,578.4000,0.155936,,0.155936,0.444923,,0.444923,58.1003,,58.1003,1.50322,,1.50322,38.6505,,0.155936,,0.155936,578.4000,,578.4000,,578.4000
76,0.0000,49.8000,49.8000,0.188744,0.188823,0.188823,0.0000,0.0383077,0.0383077,0.0000,6.26628,6.26628,0.0000,0.156723,0.156723,40.0000,39.9831,0.188744,0.188823,0.188823,0.0000,49.8000,0.0000,49.8000,49.8000
78,4.8,3.6,8.4,0.150292,0.150292,0.150292,0.00369231,0.00276923,0.00369231,0.480931,0.360698,0.84163,0.0120234,0.00901749,0.0210408,39.9998,39.9999,0.150292,0.150292,0.150292,4.8,3.6,4.8,3.6,8.4
80,313.8000,267.6000,581.4000,0.154431,0.153989,0.154431,0.241385,0.205846,0.241385,31.9361,27.2342,59.1702,0.807674,0.686791,1.49446,39.5408,39.6543,0.154431,0.153989,0.154431,313.8000,267.6000,313.8000,267.6000,581.4000
82,45.6000,39.6000,85.2000,0.150014,0.150001,0.150014,0.0350769,0.0304615,0.0350769,4.55877,3.95893,8.5177,0.11401,0.099001,0.213011,39.9856,39.9888,0.150014,0.150001,0.150014,45.6000,39.6000,45.6000,39.6000,85.2000
84,39.6000,45.6000,85.2000,0.149415,0.149427,0.149427,0.0304615,0.0350769,0.0350769,3.94345,4.54094,8.48439,0.0986138,0.113564,0.212178,39.9888,39.9856,0.149415,0.149427,0.149427,39.6000,45.6000,39.6000,45.6000,85.2000
86,361.6096,36.6000,398.2096,0.201398,0.198471,0.201398,0.278161,0.0281538,0.278161,47.8344,4.84152,52.6760,1.21379,0.121067,1.33486,39.4092,39.9903,0.201398,0.198471,0.201398,361.6096,36.6000,361.6096,36.6000,398.2096
88,36.6000,361.6096,398.2096,0.180278,0.182936,0.182936,0.0281538,0.278161,0.278161,4.39771,43.4496,47.8473,0.109969,1.10252,1.21249,39.9903,39.4092,0.180278,0.182936,0.182936,36.6000,361.6096,36.6000,361.6096,398.2096
90,103.2000,131.2092,234.4092,0.137775,0.137892,0.137892,0.0793846,0.10093,0.10093,9.46406,12.0327,21.4967,0.236973,0.301544,0.538517,39.9373,39.9035,0.137775,0.137892,0.137892,103.2000,131.2092,103.2000,131.2092,234.4092
92,122.2092,333.0000,455.2092,0.152216,0.153856,0.153856,0.0940071,0.256154,0.256154,12.3751,33.7202,46.0954,0.310037,0.853901,1.16394,39.9151,39.4896,0.152216,0.153856,0.153856,122.2092,333.0000,122.2092,333.0000,455.2092
93,657.0000,,657.0000,0.0834731,,0.0834731,0.16425,,0.16425,59.0689,,59.0689,0.91403,,0.91403,64.6247,,0.0834731,,0.0834731,657.0000,,657.0000,,657.0000
94,584.2960,,584.2960,0.194444,,0.194444,0.449458,,0.449458,73.1410,,73.1410,1.89354,,1.89354,38.6265,,0.194444,,0.194444,584.2960,,584.2960,,584.2960
95,153.0000,310.8000,463.8000,0.302685,0.305168,0.305168,0.117692,0.239077,0.239077,30.7758,62.5171,93.2929,0.771847,1.58077,2.35262,39.8729,39.5486,0.302685,0.305168,0.305168,153.0000,310.8000,153.0000,310.8000,463.8000
97,304.2000,149.4000,453.6000,0.30454,0.302151,0.30454,0.234,0.114923,0.234,61.0897,30.0027,91.0924,1.54402,0.752357,2.29637,39.5655,39.8782,0.30454,0.302151,0.30454,304.2000,149.4000,304.2000,149.4000,453.6000
99,18.0000,49.2000,67.2000,0.15091,0.150962,0.150962,0.0138462,0.0378462,0.0378462,1.8108,4.94952,6.76032,0.0452731,0.123789,0.169062,39.9973,39.9835,0.15091,0.150962,0.150962,18.0000,49.2000,18.0000,49.2000,67.2000
101,49.2000,18.0000,67.2000,0.147059,0.147008,0.147059,0.0378462,0.0138462,0.0378462,4.82155,1.76398,6.58553,0.120589,0.0441025,0.164691,39.9835,39.9973,0.147059,0.147008,0.147059,49.2000,18.0000,49.2000,18.0000,67.2000
103,181.2996,99.0000,280.2996,0.156318,0.155871,0.156318,0.139461,0.0761538,0.139461,18.8122,10.2725,29.0847,0.472339,0.257187,0.729527,39.8277,39.9418,0.156318,0.155871,0.156318,181.2996,99.0000,181.2996,99.0000,280.2996
105,99.0000,181.2996,280.2996,0.05055,0.0506949,0.0506949,0.0761538,0.139461,0.139461,3.33145,6.10091,9.43236,0.0834075,0.153183,0.23659,39.9419,39.8277,0.05055,0.0506949,0.0506949,99.0000,181.2996,99.0000,181.2996,280.2996
107,26.4000,,26.4000,0.0509109,,0.0509109,0.0203077,,0.0203077,0.89591,,0.89591,0.0224008,,0.0224008,39.9946,,0.0509109,,0.0509109,26.4000,,26.4000,,26.4000
108,18.0000,147.6000,165.6000,0.676031,0.678005,0.678005,0.0138462,0.113538,0.113538,8.11183,66.5170,74.6288,0.202809,1.66789,1.8707,39.9973,39.8808,0.676031,0.678005,0.678005,18.0000,147.6000,18.0000,147.6000,165.6000
110,147.6000,18.0000,165.6000,0.35633,0.355293,0.35633,0.113538,0.0138462,0.113538,34.9585,4.26323,39.2217,0.876573,0.106588,0.983161,39.8808,39.9973,0.35633,0.355293,0.35633,147.6000,18.0000,147.6000,18.0000,165.6000
112,9,55.5581,64.5581,0.152533,0.152609,0.152609,0.00692308,0.042737,0.042737,0.915183,5.64954,6.56472,0.02288,0.141311,0.164191,39.9992,39.9794,0.152533,0.152609,0.152609,9,55.5581,9,55.5581,64.5581
114,55.5581,9,64.5581,0.150305,0.150231,0.150305,0.042737,0.00692308,0.042737,5.56426,0.901368,6.46562,0.139178,0.0225346,0.161713,39.9794,39.9992,0.150305,0.150231,0.150305,55.5581,9,55.5581,9,64.5581
116,0.0000,116.4000,116.4000,0.046266,0.0463562,0.0463562,0.0000,0.0895385,0.0895385,0.0000,3.59024,3.59024,0.0000,0.0899309,0.0899309,40.0000,39.9222,0.046266,0.0463562,0.0463562,0.0000,116.4000,0.0000,116.4000,116.4000
118,162.0996,49.8000,211.8996,0.18791,0.187327,0.18791,0.124692,0.0383077,0.124692,20.2352,6.21663,26.4518,0.507669,0.155482,0.663151,39.8590,39.9831,0.18791,0.187327,0.18791,162.0996,49.8000,162.0996,49.8000,211.8996
120,49.8000,162.0996,211.8996,0.0762412,0.0764785,0.0764785,0.0383077,0.124692,0.124692,2.53014,8.23563,10.7658,0.0632802,0.206619,0.269899,39.9831,39.8590,0.0762412,0.0764785,0.0764785,49.8000,162.0996,49.8000,162.0996,211.8996
122,37.2000,272.6419,309.8419,0.192761,0.19445,0.19445,0.0286154,0.209725,0.209725,4.77927,35.0277,39.8069,0.119512,0.883588,1.0031,39.9900,39.6425,0.192761,0.19445,0.19445,37.2000,272.6419,37.2000,272.6419,309.8419
124,12.0000,18.6000,30.6000,0.265722,0.265732,0.265732,0.00923077,0.0143077,0.0143077,2.1257,3.29484,5.42055,0.0531443,0.0823769,0.135521,39.9987,39.9971,0.265722,0.265732,0.265732,12.0000,18.6000,12.0000,18.6000,30.6000
126,12.6000,3,15.6000,0.15086,0.150855,0.15086,0.00969231,0.00230769,0.00969231,1.26718,0.30171,1.56889,0.0316807,0.00754277,0.0392235,39.9986,39.9999,0.15086,0.150855,0.15086,12.6000,3,12.6000,3,15.6000
128,3,12.6000,15.6000,0.152633,0.152638,0.152638,0.00230769,0.00969231,0.00969231,0.305265,1.28211,1.58738,0.00763165,0.032054,0.0396856,39.9999,39.9986,0.152633,0.152638,0.152638,3,12.6000,3,12.6000,15.6000
130,12.6000,3,15.6000,0.150395,0.15039,0.150395,0.00969231,0.00230769,0.00969231,1.26328,0.30078,1.56406,0.031583,0.00751952,0.0391025,39.9986,39.9999,0.150395,0.15039,0.150395,12.6000,3,12.6000,3,15.6000
132,18.6000,12.0000,30.6000,0.33525,0.335237,0.33525,0.0143077,0.00923077,0.0143077,4.1568,2.68181,6.83861,0.103928,0.0670474,0.170975,39.9971,39.9987,0.33525,0.335237,0.33525,18.6000,12.0000,18.6000,12.0000,30.6000
134,380.4000,,380.4000,0.0937376,,0.0937376,0.0951,,0.0951,38.5456,,38.5456,0.594296,,0.594296,64.8591,,0.0937376,,0.0937376,380.4000,,380.4000,,380.4000
135,56.1494,53.4000,109.5494,0.117891,0.117886,0.117891,0.0431918,0.0410769,0.0431918,4.4107,4.19473,8.60543,0.110325,0.104919,0.215244,39.9790,39.9808,0.117891,0.117886,0.117891,56.1494,53.4000,56.1494,53.4000,109.5494
137,53.4000,56.1494,109.5494,0.165631,0.165639,0.165639,0.0410769,0.0431918,0.0431918,5.89365,6.1971,12.0907,0.147412,0.155009,0.302421,39.9808,39.9790,0.165631,0.165639,0.165639,53.4000,56.1494,53.4000,56.1494,109.5494
139,0.0000,0.0000,0.0000,0.188853,0.188853,0.188853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.188853,0.188853,0.188853,0.0000,0.0000,0.0000,0.0000,0.0000
141,0.0000,0.0000,0.0000,0.186971,0.186971,0.186971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.186971,0.186971,0.186971,0.0000,0.0000,0.0000,0.0000,0.0000
143,14.4000,1.2,15.6000,0.184376,0.184368,0.184376,0.0110769,0.000923077,0.0110769,1.76993,0.147494,1.91743,0.0442503,0.00368736,0.0479377,39.9982,40.0000,0.184376,0.184368,0.184376,14.4000,1.2,14.4000,1.2,15.6000
145,13.8000,21.6000,35.4000,0.185042,0.185051,0.185051,0.0106154,0.0166154,0.0166154,1.70231,2.66449,4.3668,0.0425596,0.0666185,0.109178,39.9983,39.9962,0.185042,0.185051,0.185051,13.8000,21.6000,13.8000,21.6000,35.4000
147,18.6000,12.0000,30.6000,0.301076,0.301064,0.301076,0.0143077,0.00923077,0.0143077,3.73308,2.40844,6.14151,0.0933336,0.0602129,0.153546,39.9971,39.9987,0.301076,0.301064,0.301076,18.6000,12.0000,18.6000,12.0000,30.6000
149,0.0000,0.0000,0.0000,0.690018,0.690018,0.690018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.690018,0.690018,0.690018,0.0000,0.0000,0.0000,0.0000,0.0000
151,18.0000,147.6000,165.6000,0.167884,0.168374,0.168374,0.0138462,0.113538,0.113538,2.01447,16.5187,18.5331,0.0503652,0.4142,0.464565,39.9973,39.8808,0.167884,0.168374,0.168374,18.0000,147.6000,18.0000,147.6000,165.6000
153,31.5494,91.5557,123.1051,0.1522,0.152364,0.152364,0.0242688,0.0704274,0.0704274,3.20062,9.28814,12.4888,0.0800305,0.232497,0.312528,39.9926,39.9495,0.1522,0.152364,0.152364,31.5494,91.5557,31.5494,91.5557,123.1051
155,91.5557,31.5494,123.1051,0.147621,0.147462,0.147621,0.0704274,0.0242688,0.0704274,8.999,3.10099,12.1000,0.22526,0.0775392,0.302799,39.9495,39.9926,0.147621,0.147462,0.147621,91.5557,31.5494,91.5557,31.5494,123.1051
157,361.3633,,361.3633,0.0601782,,0.0601782,0.277972,,0.277972,14.2836,,14.2836,0.362437,,0.362437,39.4099,,0.0601782,,0.0601782,361.3633,,361.3633,,361.3633
158,172.0791,190.2000,362.2791,0.201588,0.201744,0.201744,0.132369,0.146308,0.146308,23.0354,25.4611,48.4965,0.578152,0.63953,1.21768,39.8431,39.8122,0.201588,0.201744,0.201744,172.0791,190.2000,172.0791,190.2000,362.2791
160,190.2000,172.0791,362.2791,0.153925,0.153806,0.153925,0.146308,0.132369,0.146308,19.4261,17.5753,37.0014,0.487942,0.441113,0.929055,39.8122,39.8431,0.153925,0.153806,0.153925,190.2000,172.0791,190.2000,172.0791,362.2791
162,20.4000,471.0000,491.4000,0.150028,0.153634,0.153634,0.0156923,0.362308,0.362308,2.0402,47.1047,49.1449,0.0510094,1.20603,1.25703,39.9966,39.0578,0.150028,0.153634,0.153634,20.4000,471.0000,20.4000,471.0000,491.4000
164,471.0000,20.4000,491.4000,0.151428,0.147874,0.151428,0.362308,0.0156923,0.362308,46.4284,2.01091,48.4393,1.18871,0.050277,1.23899,39.0578,39.9966,0.151428,0.147874,0.151428,471.0000,20.4000,471.0000,20.4000,491.4000
166,0.0000,0.0000,0.0000,0.302698,0.302698,0.302698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.302698,0.302698,0.302698,0.0000,0.0000,0.0000,0.0000,0.0000
168,0.0000,0.0000,0.0000,0.14727,0.14727,0.14727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.14727,0.14727,0.14727,0.0000,0.0000,0.0000,0.0000,0.0000
170,19.2000,9,28.2000,0.149939,0.149931,0.149939,0.0147692,0.00692308,0.0147692,1.91908,0.899568,2.81865,0.0479806,0.0224896,0.0704702,39.9970,39.9992,0.149939,0.149931,0.149939,19.2000,9,19.2000,9,28.2000
172,12.0000,69.0000,81.0000,0.14741,0.147517,0.147517,0.00923077,0.0530769,0.0530769,1.17924,6.78063,7.95987,0.029482,0.169645,0.199127,39.9987,39.9696,0.14741,0.147517,0.147517,12.0000,69.0000,12.0000,69.0000,81.0000
174,69.0000,12.0000,81.0000,0.149707,0.149598,0.149707,0.0530769,0.00923077,0.0530769,6.8813,1.19675,8.07805,0.172163,0.0299197,0.202083,39.9696,39.9987,0.149707,0.149598,0.149707,69.0000,12.0000,69.0000,12.0000,81.0000
176,0.0000,0.0000,0.0000,0.150996,0.150996,0.150996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.150996,0.150996,0.150996,0.0000,0.0000,0.0000,0.0000,0.0000
178,0.0000,0.0000,0.0000,0.152535,0.152535,0.152535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.152535,0.152535,0.152535,0.0000,0.0000,0.0000,0.0000,0.0000
180,9,19.2000,28.2000,0.149461,0.14947,0.14947,0.00692308,0.0147692,0.0147692,0.896751,1.91307,2.80982,0.0224192,0.0478304,0.0702496,39.9992,39.9970,0.149461,0.14947,0.14947,9,19.2000,9,19.2000,28.2000
182,17.4000,,17.4000,0.226045,,0.226045,0.0133846,,0.0133846,2.62195,,2.62195,0.065553,,0.065553,39.9975,,0.226045,,0.226045,17.4000,,17.4000,,17.4000
183,1.2,0.0000,1.2,0.020007,0.020007,0.020007,0.000923077,0.0000,0.000923077,0.0160056,0.0000,0.0160056,0.00040014,0.0000,0.00040014,40.0000,40.0000,0.020007,0.020007,0.020007,1.2,0.0000,1.2,0.0000,1.2
185,45.0000,2104.3886,2149.3886,0.170095,0.230731,0.230731,0.0346154,1.61876,1.61876,5.10107,238.5472,243.6482,0.127572,8.09248,8.22005,39.9859,29.4777,0.170095,0.230731,0.230731,45.0000,2104.3886,45.0000,2104.3886,2149.3886
187,0.0000,0.0000,0.0000,0.0562005,0.0562005,0.0562005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.0562005,0.0562005,0.0562005,0.0000,0.0000,0.0000,0.0000,0.0000
189,0.0000,,0.0000,0.0510375,,0.0510375,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,40.0000,,0.0510375,,0.0510375,0.0000,,0.0000,,0.0000
190,163.9908,534.5503,698.5411,0.197727,0.202985,0.202985,0.126147,0.411193,0.411193,21.5392,70.2100,91.7492,0.540425,1.80842,2.34885,39.8561,38.8238,0.197727,0.202985,0.202985,163.9908,534.5503,163.9908,534.5503,698.5411
192,1060.8665,92.5908,1153.4573,0.215428,0.195379,0.215428,0.816051,0.0712237,0.816051,138.0028,12.0447,150.0475,3.809,0.301506,4.11051,36.2307,39.9484,0.215428,0.195379,0.215428,1060.8665,92.5908,1060.8665,92.5908,1153.4573
194,4.8,19.2000,24.0000,0.300227,0.300248,0.300248,0.00369231,0.0147692,0.0147692,0.96072,3.84288,4.8036,0.0240181,0.0960793,0.120097,39.9998,39.9970,0.300227,0.300248,0.300248,4.8,19.2000,4.8,19.2000,24.0000
196,135.6000,58.2000,193.8000,0.166307,0.165975,0.166307,0.104308,0.0447692,0.104308,14.9957,6.43622,21.4320,0.375855,0.160996,0.53685,39.8977,39.9776,0.166307,0.165975,0.166307,135.6000,58.2000,135.6000,58.2000,193.8000
198,283.5782,205.2000,488.7782,0.094677,0.0942765,0.094677,0.218137,0.157846,0.218137,17.7273,12.8277,30.5550,0.447472,0.322425,0.769898,39.6166,39.7849,0.094677,0.0942765,0.094677,283.5782,205.2000,283.5782,205.2000,488.7782
200,189.0000,330.3782,519.3782,0.181169,0.182626,0.182626,0.145385,0.254137,0.254137,22.7214,39.7177,62.4391,0.570683,1.00559,1.57628,39.8144,39.4968,0.181169,0.182626,0.182626,189.0000,330.3782,189.0000,330.3782,519.3782
202,10.2000,2.4,12.6000,0.307899,0.307892,0.307899,0.00784615,0.00184615,0.00784615,2.09366,0.492626,2.58629,0.0523428,0.0123157,0.0646585,39.9990,39.9999,0.307899,0.307892,0.307899,10.2000,2.4,10.2000,2.4,12.6000
204,2.4,10.2000,12.6000,0.305077,0.305083,0.305083,0.00184615,0.00784615,0.00784615,0.488122,2.07452,2.56264,0.0122031,0.0518642,0.0640672,39.9999,39.9990,0.305077,0.305083,0.305083,2.4,10.2000,2.4,10.2000,12.6000
