"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow","BA_Flow","Tot_Flow","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF"
48,0,0.0427662,49,36,37,1400,0.042766,35,1,4,49,50,37,36,1400,0.042766,35,1,4,0.0733131,0.073352,0.0733131,0.0734062,0,48,26.8151,48.0000,74.8151,0.073352,0.0734062,0.0734062,0.0191536,0.0342857,0.0342857,1.14677,2.05277,3.19954,0.0327823,0.058725,0.0915073,34.9815,34.9556,0.073352,0.0734062,0.0734062
50,0,0.0898533,51,36,34,4000,0.089853,50,2,3,51,52,34,36,4000,0.089853,50,2,3,0.107824,0.109941,0.107824,0.108349,0,50,851.4421,336.0000,1187.4421,0.109941,0.108349,0.109941,0.212861,0.084,0.212861,76.5046,30.1906,106.6952,1.56015,0.606752,2.1669,49.0368,49.7577,0.109941,0.108349,0.109941
52,0,0.0858098,53,36,38,1400,0.08581,35,1,4,53,54,38,36,1400,0.08581,35,1,4,0.147103,0.206066,0.147103,0.147309,0,52,2225.4243,51.2070,2276.6313,0.206066,0.147309,0.206066,1.58959,0.0365764,1.58959,190.9637,4.39407,195.3577,7.64306,0.125721,7.76878,24.9852,34.9511,0.206066,0.147309,0.206066
54,0,0.683929,55,36,39,4000,0.683929,50,2,3,55,56,39,36,4000,0.683929,50,2,3,0.820715,0.825381,0.820715,0.929526,0,54,372.6000,3041.0745,3413.6745,0.825381,0.929526,0.929526,0.09315,0.760269,0.760269,254.8320,2079.8791,2334.7111,5.12562,47.1126,52.2382,49.7173,44.1470,0.825381,0.929526,0.929526
56,0,0.0487919,57,39,40,1400,0.048792,35,1,5,57,58,40,39,1400,0.048792,35,1,5,0.0836434,0.0836434,0.0836434,0.0836434,0,56,0.0000,0.0000,0.0000,0.0836434,0.0836434,0.0836434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0836434,0.0836434,0.0836434
58,1,0.0668955,59,39,41,4000,0.066895,50,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.080274,0.0807549,,,1,58,385.8000,,385.8000,0.0807549,,0.0807549,0.09645,,0.09645,25.8081,,25.8081,0.519254,,0.519254,49.7022,,0.0807549,,0.0807549
59,0,0.141108,62,42,43,1400,0.141108,35,1,4,60,63,43,42,1400,0.141108,35,1,4,0.241899,0.241899,0.241899,0.24214,0,59,0.0000,40.8000,40.8000,0.241899,0.24214,0.24214,0.0000,0.0291429,0.0291429,0.0000,5.75721,5.75721,0.0000,0.164655,0.164655,35.0000,34.9652,0.241899,0.24214,0.24214
61,0,0.142356,64,42,44,1400,0.142356,35,1,4,62,65,44,42,1400,0.142356,35,1,4,0.244039,0.244282,0.244039,0.244039,0,61,40.8000,0.0000,40.8000,0.244282,0.244039,0.244282,0.0291429,0.0000,0.0291429,5.80812,0.0000,5.80812,0.166112,0.0000,0.166112,34.9652,35.0000,0.244282,0.244039,0.244282
63,1,0.14102,66,42,45,1400,0.14102,35,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.241749,0.241749,,,1,63,0.0000,,0.0000,0.241749,,0.241749,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,35.0000,,0.241749,,0.241749
64,1,0.137667,69,43,46,1400,0.137667,35,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.236001,0.238308,,,1,64,187.2000,,187.2000,0.238308,,0.238308,0.133714,,0.133714,25.7713,,25.7713,0.743522,,0.743522,34.6610,,0.238308,,0.238308
65,0,0.107087,70,43,47,1400,0.107087,35,1,4,66,71,47,43,1400,0.107087,35,1,4,0.183578,0.183578,0.183578,0.183781,0,65,0.0000,43.8000,43.8000,0.183578,0.183781,0.183781,0.0000,0.0312857,0.0312857,0.0000,4.69041,4.69041,0.0000,0.13416,0.13416,35.0000,34.9613,0.183578,0.183781,0.183781
67,0,0.083992,72,48,49,1400,0.083992,35,1,5,68,73,49,48,1400,0.083992,35,1,5,0.143986,0.144022,0.143986,0.144183,0,67,16.2000,50.4000,66.6000,0.144022,0.144183,0.144183,0.0115714,0.036,0.036,1.36067,4.2332,5.59387,0.038886,0.121114,0.16,34.9913,34.9523,0.144022,0.144183,0.144183
69,0,0.205777,74,48,50,1400,0.205777,35,1,5,70,75,50,48,1400,0.205777,35,1,5,0.352761,0.353242,0.352761,0.352848,0,69,50.4000,16.2000,66.6000,0.353242,0.352848,0.353242,0.036,0.0115714,0.036,10.3712,3.33359,13.7047,0.296724,0.0952691,0.391993,34.9523,34.9913,0.353242,0.352848,0.353242
71,0,0.0270797,76,51,52,1400,0.02708,35,1,4,72,77,52,51,1400,0.02708,35,1,4,0.0464229,0.0465818,0.0464229,0.0464598,0,71,93.0000,35.1719,128.1719,0.0465818,0.0464598,0.0465818,0.0664286,0.0251228,0.0664286,2.51844,0.952455,3.4709,0.0722018,0.0272347,0.0994365,34.8806,34.9721,0.0465818,0.0464598,0.0465818
73,0,0.0193007,78,51,53,1400,0.019301,35,1,4,74,79,53,51,1400,0.019301,35,1,4,0.0330874,0.0331138,0.0330874,0.0332007,0,73,35.1719,93.0000,128.1719,0.0331138,0.0332007,0.0332007,0.0251228,0.0664286,0.0664286,0.678853,1.79499,2.47385,0.0194112,0.0514611,0.0708724,34.9721,34.8806,0.0331138,0.0332007,0.0332007
75,0,0.117585,80,54,55,1400,0.117585,35,1,4,76,81,55,54,1400,0.117585,35,1,4,0.201574,0.20172,0.201574,0.201574,0,75,33.0000,0.0000,33.0000,0.20172,0.201574,0.20172,0.0235714,0.0000,0.0235714,3.88031,0.0000,3.88031,0.110946,0.0000,0.110946,34.9747,35.0000,0.20172,0.201574,0.20172
77,1,0.0639212,82,54,56,1400,0.063921,35,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.109579,0.109612,,,1,77,18.6000,,18.6000,0.109612,,0.109612,0.0132857,,0.0132857,1.18893,,1.18893,0.0339798,,0.0339798,34.9893,,0.109612,,0.109612
78,0,0.150016,83,54,57,1400,0.150016,35,1,4,79,84,57,54,1400,0.150016,35,1,4,0.25717,0.25717,0.25717,0.257356,0,78,0.0000,33.0000,33.0000,0.25717,0.257356,0.257356,0.0000,0.0235714,0.0235714,0.0000,4.95053,4.95053,0.0000,0.141546,0.141546,35.0000,34.9747,0.25717,0.257356,0.257356
80,1,0.0694396,85,58,59,1400,0.06944,35,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.11904,0.11904,,,1,80,0.0000,,0.0000,0.11904,,0.11904,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,35.0000,,0.11904,,0.11904
81,0,0.216781,86,60,61,1400,0.216781,35,1,5,82,87,61,60,1400,0.216781,35,1,5,0.371625,0.371625,0.371625,0.371625,0,81,0.0000,0.0000,0.0000,0.371625,0.371625,0.371625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.371625,0.371625,0.371625
83,0,0.161707,88,60,62,1400,0.161707,35,1,5,84,89,62,60,1400,0.161707,35,1,5,0.277212,0.298717,0.277212,0.277787,0,83,744.6000,66.6000,811.2000,0.298717,0.277787,0.298717,0.531857,0.0475714,0.531857,120.4070,10.7697,131.1767,3.70707,0.308344,4.01542,32.4803,34.9275,0.298717,0.277787,0.298717
85,0,0.0364577,90,63,64,1400,0.036458,35,1,4,86,91,64,63,1400,0.036458,35,1,4,0.0624994,0.0624994,0.0624994,0.0624994,0,85,0.0000,0.0000,0.0000,0.0624994,0.0624994,0.0624994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0624994,0.0624994,0.0624994
87,1,0.0628186,92,63,65,6600,0.062819,70,3,1,,-1,-1,-1,-1,,-1,-1,-1,0.0538449,0.0538449,,,1,87,0.0000,,0.0000,0.0538449,,0.0538449,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,70.0000,,0.0538449,,0.0538449
88,0,0.0577131,93,63,66,1400,0.057713,35,1,4,89,94,66,63,1400,0.057713,35,1,4,0.0989366,0.0989366,0.0989366,0.0989366,0,88,0.0000,0.0000,0.0000,0.0989366,0.0989366,0.0989366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0989366,0.0989366,0.0989366
90,1,0.155122,95,67,68,6600,0.155122,70,3,1,,-1,-1,-1,-1,,-1,-1,-1,0.132962,0.133842,,,1,90,680.4000,,680.4000,0.133842,,0.133842,0.103091,,0.103091,105.5450,,105.5450,1.51777,,1.51777,69.5396,,0.133842,,0.133842
91,1,0.366904,96,67,69,6600,0.366904,70,3,1,,-1,-1,-1,-1,,-1,-1,-1,0.314489,0.314492,,,1,91,9,,9,0.314492,,0.314492,0.00136364,,0.00136364,3.30214,,3.30214,0.0471738,,0.0471738,69.9993,,0.314492,,0.314492
92,0,0.0929408,97,70,71,1400,0.092941,35,1,5,93,98,71,70,1400,0.092941,35,1,5,0.159327,0.159327,0.159327,0.159327,0,92,0.0000,0.0000,0.0000,0.159327,0.159327,0.159327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.159327,0.159327,0.159327
94,0,0.444453,99,70,72,1400,0.444453,35,1,5,95,100,72,70,1400,0.444453,35,1,5,0.761919,0.761919,0.761919,0.761919,0,94,0.0000,0.0000,0.0000,0.761919,0.761919,0.761919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.761919,0.761919,0.761919
96,0,0.242375,101,73,74,1400,0.242375,35,1,5,97,102,74,73,1400,0.242375,35,1,5,0.4155,0.415708,0.4155,0.415609,0,96,25.8000,16.8000,42.6000,0.415708,0.415609,0.415708,0.0184286,0.012,0.0184286,6.25328,4.0719,10.3252,0.178754,0.116371,0.295125,34.9825,34.9908,0.415708,0.415609,0.415708
98,0,0.106712,103,73,75,1400,0.106712,35,1,5,99,104,75,73,1400,0.106712,35,1,5,0.182935,0.182983,0.182935,0.183026,0,98,16.8000,25.8000,42.6000,0.182983,0.183026,0.183026,0.012,0.0184286,0.0184286,1.79276,2.75317,4.54593,0.0512352,0.0787013,0.129937,34.9908,34.9825,0.182983,0.183026,0.183026
100,0,0.0782799,105,76,77,1400,0.07828,35,1,5,101,106,77,76,1400,0.07828,35,1,5,0.134194,0.134368,0.134194,0.138661,0,100,48.6000,423.6000,472.2000,0.134368,0.138661,0.138661,0.0347143,0.302571,0.302571,3.80441,33.1594,36.9638,0.108838,0.978948,1.08779,34.9548,33.8725,0.134368,0.138661,0.138661
102,0,0.124735,107,78,79,1400,0.124735,35,1,4,103,108,79,78,1400,0.124735,35,1,4,0.213831,0.219269,0.213831,0.216261,0,102,354.0000,206.8657,560.8657,0.219269,0.216261,0.219269,0.252857,0.147761,0.252857,44.1562,25.8034,69.9596,1.29369,0.745615,2.0393,34.1320,34.6069,0.219269,0.216261,0.219269
104,0,0.125556,109,78,80,1400,0.125556,35,1,4,105,110,80,78,1400,0.125556,35,1,4,0.215239,0.222568,0.215239,0.220712,0,104,430.0657,354.0000,784.0657,0.222568,0.220712,0.222568,0.30719,0.252857,0.30719,53.9973,44.4468,98.4442,1.59532,1.3022,2.89752,33.8474,34.1320,0.222568,0.220712,0.222568
106,1,0.12593,111,81,82,1400,0.12593,35,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.21588,0.215928,,,1,106,15.0000,,15.0000,0.215928,,0.215928,0.0107143,,0.0107143,1.88895,,1.88895,0.053982,,0.053982,34.9922,,0.215928,,0.215928
107,1,0.0976594,112,83,84,1400,0.097659,35,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.167415,0.181844,,,1,107,798.7060,,798.7060,0.181844,,0.181844,0.570504,,0.570504,78.0008,,78.0008,2.42066,,2.42066,32.2230,,0.181844,,0.181844
108,0,0.0169585,113,76,85,1400,0.016958,35,1,5,109,114,85,76,1400,0.016958,35,1,5,0.0290709,0.0300385,0.0290709,0.0291085,0,108,423.6000,48.6000,472.2000,0.0300385,0.0291085,0.0300385,0.302571,0.0347143,0.302571,7.18341,0.824159,8.00757,0.212072,0.0235779,0.23565,33.8725,34.9548,0.0300385,0.0291085,0.0300385
110,1,0.0937273,115,86,87,1400,0.093727,35,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.160675,0.16152,,,1,110,123.8328,,123.8328,0.16152,,0.16152,0.088452,,0.088452,11.6065,,11.6065,0.333358,,0.333358,34.8168,,0.16152,,0.16152
111,0,0.066176,116,88,89,4000,0.066176,50,2,3,112,117,89,88,4000,0.066176,50,2,3,0.0794112,0.0795886,0.0794112,0.0794228,0,111,199.8895,32.4000,232.2895,0.0795886,0.0794228,0.0795886,0.0499724,0.0081,0.0499724,13.2279,2.1441,15.3720,0.265149,0.0428883,0.308037,49.8885,49.9927,0.0795886,0.0794228,0.0795886
113,0,0.0677206,118,88,90,4000,0.067721,50,2,3,114,119,90,88,4000,0.067721,50,2,3,0.0812652,0.0812771,0.0812652,0.0814468,0,113,32.4000,199.8895,232.2895,0.0812771,0.0814468,0.0814468,0.0081,0.0499724,0.0499724,2.19416,13.5367,15.7309,0.0438896,0.271339,0.315229,49.9927,49.8885,0.0812771,0.0814468,0.0814468
115,0,0.0348436,120,91,92,1400,0.034844,35,1,4,116,121,92,91,1400,0.034844,35,1,4,0.0597326,0.0597329,0.0597326,0.0597354,0,115,1.2,5.4,6.6,0.0597329,0.0597354,0.0597354,0.000857143,0.00385714,0.00385714,0.0418128,0.188158,0.22997,0.00119466,0.00537619,0.00657085,34.9998,34.9983,0.0597329,0.0597354,0.0597354
117,0,0.0992005,122,93,94,1400,0.099201,35,1,5,118,123,94,93,1400,0.099201,35,1,5,0.170059,0.17006,0.170059,0.17007,0,117,1.8,6.6,8.4,0.17006,0.17007,0.17007,0.00128571,0.00471429,0.00471429,0.178562,0.654727,0.833288,0.00510181,0.0187077,0.0238095,34.9997,34.9977,0.17006,0.17007,0.17007
119,0,0.0407418,124,93,95,1400,0.040742,35,1,5,120,125,95,93,1400,0.040742,35,1,5,0.0698434,0.0698479,0.0698434,0.0698441,0,119,6.6,1.8,8.4,0.0698479,0.0698441,0.0698479,0.00471429,0.00128571,0.00471429,0.268897,0.0733356,0.342233,0.00768327,0.00209532,0.0097786,34.9977,34.9997,0.0698479,0.0698441,0.0698479
121,0,0.0787591,126,91,96,1400,0.078759,35,1,4,122,127,96,91,1400,0.078759,35,1,4,0.135015,0.135022,0.135015,0.135016,0,121,5.4,1.2,6.6,0.135022,0.135016,0.135022,0.00385714,0.000857143,0.00385714,0.425299,0.0945108,0.519809,0.012152,0.00270032,0.0148523,34.9983,34.9998,0.135022,0.135016,0.135022
123,0,0.0718318,128,97,98,1400,0.071832,35,1,5,124,129,98,97,1400,0.071832,35,1,5,0.123141,0.123141,0.123141,0.123155,0,123,0.6,9.6,10.2000,0.123141,0.123155,0.123155,0.000428571,0.00685714,0.00685714,0.0430992,0.689587,0.732686,0.00123141,0.0197047,0.0209361,34.9999,34.9960,0.123141,0.123155,0.123155
125,0,0.204278,130,97,99,1400,0.204278,35,1,5,126,131,99,97,1400,0.204278,35,1,5,0.350191,0.350231,0.350191,0.350191,0,125,9.6,0.6,10.2000,0.350231,0.350191,0.350231,0.00685714,0.000428571,0.00685714,1.96107,0.122567,2.08364,0.0560369,0.00350191,0.0595388,34.9960,34.9999,0.350231,0.350191,0.350231
127,0,0.0771228,132,100,101,1400,0.077123,35,1,5,128,133,101,100,1400,0.077123,35,1,5,0.132211,0.132445,0.132211,0.13232,0,127,59.9729,36.0000,95.9729,0.132445,0.13232,0.132445,0.0428378,0.0257143,0.0428378,4.62529,2.77643,7.40172,0.132386,0.0793919,0.211777,34.9380,34.9712,0.132445,0.13232,0.132445
129,0,0.0750058,134,100,102,1400,0.075006,35,1,5,130,135,102,100,1400,0.075006,35,1,5,0.128582,0.128688,0.128582,0.12881,0,129,36.0000,59.9729,95.9729,0.128688,0.12881,0.12881,0.0257143,0.0428378,0.0428378,2.70022,4.49833,7.19854,0.0772127,0.128752,0.205964,34.9712,34.9380,0.128688,0.12881,0.12881
131,0,0.159329,136,103,101,1400,0.159329,35,1,5,132,137,101,103,1400,0.159329,35,1,5,0.273135,0.273361,0.273135,0.273153,0,131,36.0000,6.6,42.6000,0.273361,0.273153,0.273361,0.0257143,0.00471429,0.0257143,5.73584,1.05157,6.78742,0.164016,0.0300468,0.194063,34.9712,34.9977,0.273361,0.273153,0.273361
133,1,0.0355568,138,103,104,1400,0.035557,35,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.0609549,0.0609822,,,1,133,24.0000,,24.0000,0.0609822,,0.0609822,0.0171429,,0.0171429,0.853368,,0.853368,0.0243929,,0.0243929,34.9843,,0.0609822,,0.0609822
134,0,0.110837,139,105,106,1400,0.110837,35,1,4,135,140,106,105,1400,0.110837,35,1,4,0.190006,0.190006,0.190006,0.190006,0,134,0.0000,0.0000,0.0000,0.190006,0.190006,0.190006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.190006,0.190006,0.190006
136,0,0.0504832,141,105,107,1400,0.050483,35,1,4,137,142,107,105,1400,0.050483,35,1,4,0.0865423,0.0865423,0.0865423,0.0865423,0,136,0.0000,0.0000,0.0000,0.0865423,0.0865423,0.0865423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0865423,0.0865423,0.0865423
138,0,0.0625595,143,108,109,1400,0.06256,35,1,5,139,144,109,108,1400,0.06256,35,1,5,0.107246,0.107246,0.107246,0.107246,0,138,0.0000,0.0000,0.0000,0.107246,0.107246,0.107246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.107246,0.107246,0.107246
