"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow","BA_Flow","Tot_Flow","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF"
19,0,0.0249813,18,16,17,900,0.024981,35,1,4,20,19,17,16,900,0.024981,35,1,4,0.0428246,0.0428246,0.0428246,0.0428362,0,19,0.0000,6,6,0.0428246,0.0428362,0.0428362,0.0000,0.00666667,0.00666667,0.0000,0.149886,0.149886,0.0000,0.00428362,0.00428362,35.0000,34.9905,0.0428246,0.0428362,0.0428362
21,0,0.0918228,20,16,18,900,0.091823,35,1,4,22,21,18,16,900,0.091823,35,1,4,0.157411,0.157454,0.157411,0.157411,0,21,6,0.0000,6,0.157454,0.157411,0.157454,0.00666667,0.0000,0.00666667,0.550938,0.0000,0.550938,0.0157454,0.0000,0.0157454,34.9905,35.0000,0.157454,0.157411,0.157454
23,0,0.196564,22,19,20,900,0.196564,35,1,5,24,23,20,19,900,0.196564,35,1,5,0.336967,0.337135,0.336967,0.338383,0,23,9,37.2000,46.2000,0.337135,0.338383,0.338383,0.01,0.0413333,0.0413333,1.76908,7.31218,9.08126,0.0505703,0.209797,0.260368,34.9825,34.8536,0.337135,0.338383,0.338383
25,0,0.104425,24,19,21,900,0.104425,35,1,5,26,25,21,19,900,0.104425,35,1,5,0.179014,0.179766,0.179014,0.179104,0,25,37.2000,9,46.2000,0.179766,0.179104,0.179766,0.0413333,0.01,0.0413333,3.88461,0.939825,4.82443,0.111455,0.0268656,0.138321,34.8536,34.9825,0.179766,0.179104,0.179766
27,0,0.19792,26,22,23,3000,0.19792,50,2,3,28,27,23,22,3000,0.19792,50,2,3,0.237504,0.238084,0.237504,0.241395,0,27,86.4000,307.2000,393.6000,0.238084,0.241395,0.241395,0.0288,0.1024,0.1024,17.1003,60.8010,77.9013,0.342842,1.23594,1.57879,49.8781,49.1940,0.238084,0.241395,0.241395
29,0,0.204788,28,22,24,3000,0.204788,50,2,3,30,29,24,22,3000,0.204788,50,2,3,0.245746,0.249713,0.245746,0.246346,0,29,304.2000,86.4000,390.6000,0.249713,0.246346,0.249713,0.1014,0.0288,0.1014,62.2965,17.6937,79.9902,1.26605,0.354738,1.62078,49.2056,49.8781,0.249713,0.246346,0.249713
31,0,0.0552073,32,15,25,900,0.055207,35,1,4,32,33,25,15,900,0.055207,35,1,4,0.0946406,0.0946525,0.0946406,0.0946448,0,31,3.6,1.8,5.4,0.0946525,0.0946448,0.0946525,0.004,0.002,0.004,0.198745,0.0993726,0.298118,0.00567915,0.00283934,0.0085185,34.9956,34.9984,0.0946525,0.0946448,0.0946525
33,0,0.212338,34,26,17,900,0.212338,35,1,5,34,35,17,26,900,0.212338,35,1,5,0.364008,0.364107,0.364008,0.364008,0,33,6,0.0000,6,0.364107,0.364008,0.364107,0.00666667,0.0000,0.00666667,1.27403,0.0000,1.27403,0.0364107,0.0000,0.0364107,34.9905,35.0000,0.364107,0.364008,0.364107
35,0,0.131637,36,26,27,900,0.131637,35,1,5,36,37,27,26,900,0.131637,35,1,5,0.225663,0.225663,0.225663,0.225725,0,35,0.0000,6,6,0.225663,0.225725,0.225725,0.0000,0.00666667,0.00666667,0.0000,0.789822,0.789822,0.0000,0.0225725,0.0225725,35.0000,34.9905,0.225663,0.225725,0.225725
37,0,0.0918308,42,17,28,900,0.091831,35,1,4,38,43,28,17,900,0.091831,35,1,4,0.157425,0.157467,0.157425,0.157467,0,37,6,6,12.0000,0.157467,0.157467,0.157467,0.00666667,0.00666667,0.00666667,0.550986,0.550986,1.10197,0.0157467,0.0157467,0.0314935,34.9905,34.9905,0.157467,0.157467,0.157467
39,1,0.052748,44,29,30,3000,0.052748,50,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.0632976,0.0632976,,,1,39,0.0000,,0.0000,0.0632976,,0.0632976,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,50.0000,,0.0632976,,0.0632976
40,0,0.0551407,45,29,31,900,0.055141,35,1,4,41,46,31,29,900,0.055141,35,1,4,0.0945274,0.0949111,0.0945274,0.0945274,0,40,36.3506,0.0000,36.3506,0.0949111,0.0945274,0.0949111,0.0403895,0.0000,0.0403895,2.00441,0.0000,2.00441,0.0575012,0.0000,0.0575012,34.8585,35.0000,0.0949111,0.0945274,0.0949111
42,0,0.093877,47,29,32,900,0.093877,35,1,4,43,48,32,29,900,0.093877,35,1,4,0.160932,0.160932,0.160932,0.161585,0,42,0.0000,36.3506,36.3506,0.160932,0.161585,0.161585,0.0000,0.0403895,0.0403895,0.0000,3.41248,3.41248,0.0000,0.0978952,0.0978952,35.0000,34.8585,0.160932,0.161585,0.161585
44,0,0.102005,49,33,32,900,0.102005,35,1,4,45,50,32,33,900,0.102005,35,1,4,0.174866,0.175575,0.174866,0.174866,0,44,36.3506,0.0000,36.3506,0.175575,0.174866,0.175575,0.0403895,0.0000,0.0403895,3.70794,0.0000,3.70794,0.106371,0.0000,0.106371,34.8585,35.0000,0.175575,0.174866,0.175575
46,0,0.105309,51,33,34,900,0.105309,35,1,4,47,52,34,33,900,0.105309,35,1,4,0.18053,0.180579,0.18053,0.180553,0,46,6,3.6,9.6,0.180579,0.180553,0.180579,0.00666667,0.004,0.00666667,0.631854,0.379112,1.01097,0.0180579,0.0108332,0.028891,34.9905,34.9956,0.180579,0.180553,0.180579
48,0,0.0743758,53,33,35,900,0.074376,35,1,4,49,54,35,33,900,0.074376,35,1,4,0.127502,0.127502,0.127502,0.127999,0,48,0.0000,35.4000,35.4000,0.127502,0.127999,0.127999,0.0000,0.0393333,0.0393333,0.0000,2.63291,2.63291,0.0000,0.0755194,0.0755194,35.0000,34.8640,0.127502,0.127999,0.127999
50,0,0.203883,55,33,36,900,0.203883,35,1,5,51,56,36,33,900,0.203883,35,1,5,0.349514,0.349558,0.349514,0.349632,0,50,3.6,6.95058,10.5506,0.349558,0.349632,0.349632,0.004,0.00772287,0.00772287,0.733979,1.41711,2.15108,0.0209735,0.0405025,0.0614759,34.9956,34.9881,0.349558,0.349632,0.349632
52,0,0.0833452,57,35,37,900,0.083345,35,1,4,53,58,37,35,900,0.083345,35,1,4,0.142877,0.142877,0.142877,0.143434,0,52,0.0000,35.4000,35.4000,0.142877,0.143434,0.143434,0.0000,0.0393333,0.0393333,0.0000,2.95041,2.95041,0.0000,0.0846263,0.0846263,35.0000,34.8640,0.142877,0.143434,0.143434
54,0,0.0613285,63,37,38,900,0.061329,35,1,4,55,64,38,37,900,0.061329,35,1,4,0.105135,0.105135,0.105135,0.105135,0,54,0.0000,0.0000,0.0000,0.105135,0.105135,0.105135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.105135,0.105135,0.105135
56,0,0.0790433,65,39,40,900,0.079043,35,1,4,57,66,40,39,900,0.079043,35,1,4,0.135502,0.135502,0.135502,0.135502,0,56,0.0000,0.0000,0.0000,0.135502,0.135502,0.135502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.135502,0.135502,0.135502
58,0,0.0791504,67,39,41,900,0.07915,35,1,4,59,68,41,39,900,0.07915,35,1,4,0.135686,0.135686,0.135686,0.135686,0,58,0.0000,0.0000,0.0000,0.135686,0.135686,0.135686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.135686,0.135686,0.135686
60,0,0.0855863,69,42,43,900,0.085586,35,1,4,61,70,43,42,900,0.085586,35,1,4,0.146719,0.146719,0.146719,0.146719,0,60,0.0000,0.0000,0.0000,0.146719,0.146719,0.146719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.146719,0.146719,0.146719
62,1,0.218649,71,44,3,5400,0.218649,65,3,1,,-1,-1,-1,-1,,-1,-1,-1,0.20183,0.20183,,,1,62,0.0000,,0.0000,0.20183,,0.20183,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,65.0000,,0.20183,,0.20183
63,0,0.204365,72,42,45,900,0.204365,35,1,5,64,73,45,42,900,0.204365,35,1,5,0.35034,0.35034,0.35034,0.35034,0,63,0.0000,0.0000,0.0000,0.35034,0.35034,0.35034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.35034,0.35034,0.35034
65,0,0.0768331,74,42,46,900,0.076833,35,1,4,66,75,46,42,900,0.076833,35,1,4,0.131714,0.131714,0.131714,0.131714,0,65,0.0000,0.0000,0.0000,0.131714,0.131714,0.131714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.131714,0.131714,0.131714
67,0,0.0750505,76,46,47,900,0.07505,35,1,4,68,77,47,46,900,0.07505,35,1,4,0.128657,0.128657,0.128657,0.128657,0,67,0.0000,0.0000,0.0000,0.128657,0.128657,0.128657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.128657,0.128657,0.128657
69,0,0.0386973,80,48,49,900,0.038697,35,1,4,70,81,49,48,900,0.038697,35,1,4,0.0663377,0.0663377,0.0663377,0.0663377,0,69,0.0000,0.0000,0.0000,0.0663377,0.0663377,0.0663377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0663377,0.0663377,0.0663377
71,0,0.0519896,82,48,50,900,0.05199,35,1,4,72,83,50,48,900,0.05199,35,1,4,0.0891257,0.0891257,0.0891257,0.0891257,0,71,0.0000,0.0000,0.0000,0.0891257,0.0891257,0.0891257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0891257,0.0891257,0.0891257
73,0,0.0952368,84,51,52,900,0.095237,35,1,4,74,85,52,51,900,0.095237,35,1,4,0.163263,0.163263,0.163263,0.163263,0,73,0.0000,0.0000,0.0000,0.163263,0.163263,0.163263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.163263,0.163263,0.163263
75,0,0.0449221,86,51,53,900,0.044922,35,1,4,76,87,53,51,900,0.044922,35,1,4,0.0770091,0.0770091,0.0770091,0.0770091,0,75,0.0000,0.0000,0.0000,0.0770091,0.0770091,0.0770091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0770091,0.0770091,0.0770091
77,0,0.00964654,88,54,53,900,0.009647,35,1,4,78,89,53,54,900,0.009647,35,1,4,0.0165377,0.0165377,0.0165377,0.0165377,0,77,0.0000,0.0000,0.0000,0.0165377,0.0165377,0.0165377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0165377,0.0165377,0.0165377
79,0,0.242227,90,54,55,900,0.242227,35,1,4,80,91,55,54,900,0.242227,35,1,4,0.415246,0.415566,0.415246,0.416548,0,79,12.0000,30.6000,42.6000,0.415566,0.416548,0.416548,0.0133333,0.034,0.034,2.90672,7.41215,10.3189,0.0831132,0.212439,0.295553,34.9731,34.8906,0.415566,0.416548,0.416548
81,0,0.0771653,92,56,57,900,0.077165,35,1,4,82,93,57,56,900,0.077165,35,1,4,0.132283,0.132309,0.132283,0.132698,0,81,4.8,30.6000,35.4000,0.132309,0.132698,0.132698,0.00533333,0.034,0.034,0.370392,2.36125,2.73164,0.0105847,0.0676757,0.0782604,34.9932,34.8906,0.132309,0.132698,0.132698
83,0,0.209166,94,56,58,900,0.209166,35,1,4,84,95,58,56,900,0.209166,35,1,4,0.35857,0.358911,0.35857,0.358579,0,83,13.8000,1.2,15.0000,0.358911,0.358579,0.358911,0.0153333,0.00133333,0.0153333,2.88649,0.250999,3.13749,0.0825495,0.00717158,0.089721,34.9668,34.9991,0.358911,0.358579,0.358911
85,0,0.114561,96,56,59,900,0.114561,35,1,4,86,97,59,56,900,0.114561,35,1,4,0.19639,0.196395,0.19639,0.196452,0,85,1.2,6.6,7.8,0.196395,0.196452,0.196452,0.00133333,0.00733333,0.00733333,0.137473,0.756103,0.893576,0.0039279,0.0216097,0.0255376,34.9991,34.9890,0.196395,0.196452,0.196452
87,0,0.0696339,98,56,55,900,0.069634,35,1,4,88,99,55,56,900,0.069634,35,1,4,0.119373,0.119747,0.119373,0.119464,0,87,30.6000,12.0000,42.6000,0.119747,0.119464,0.119747,0.034,0.0133333,0.034,2.1308,0.835608,2.96641,0.0610708,0.0238929,0.0849637,34.8906,34.9731,0.119747,0.119464,0.119747
89,0,0.0962899,100,60,61,900,0.09629,35,1,5,90,101,61,60,900,0.09629,35,1,5,0.165069,0.165069,0.165069,0.175413,0,89,0.0000,225.3974,225.3974,0.165069,0.175413,0.175413,0.0000,0.250442,0.250442,0.0000,21.7035,21.7035,0.0000,0.658959,0.658959,35.0000,32.9360,0.165069,0.175413,0.175413
91,0,0.0200682,102,57,62,900,0.020068,35,1,4,92,103,62,57,900,0.020068,35,1,4,0.0344023,0.0344023,0.0344023,0.0344023,0,91,0.0000,0.0000,0.0000,0.0344023,0.0344023,0.0344023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0344023,0.0344023,0.0344023
93,0,0.0388041,106,62,63,900,0.038804,35,1,4,94,107,63,62,900,0.038804,35,1,4,0.0665211,0.0665211,0.0665211,0.0665211,0,93,0.0000,0.0000,0.0000,0.0665211,0.0665211,0.0665211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0665211,0.0665211,0.0665211
95,0,0.0597618,110,64,63,900,0.059762,35,1,4,96,111,63,64,900,0.059762,35,1,4,0.102449,0.102449,0.102449,0.102449,0,95,0.0000,0.0000,0.0000,0.102449,0.102449,0.102449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.102449,0.102449,0.102449
97,0,0.00764993,112,64,65,900,0.00765,35,1,4,98,113,65,64,900,0.00765,35,1,4,0.0131143,0.0131143,0.0131143,0.0131143,0,97,0.0000,0.0000,0.0000,0.0131143,0.0131143,0.0131143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0131143,0.0131143,0.0131143
99,0,0.00699093,114,66,67,900,0.006991,35,1,4,100,115,67,66,900,0.006991,35,1,4,0.0119846,0.0119846,0.0119846,0.0119846,0,99,0.0000,0.0000,0.0000,0.0119846,0.0119846,0.0119846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0119846,0.0119846,0.0119846
101,0,0.191306,116,60,68,900,0.191306,35,1,5,102,117,68,60,900,0.191306,35,1,5,0.327953,0.348505,0.327953,0.327953,0,101,225.3974,0.0000,225.3974,0.348505,0.327953,0.348505,0.250442,0.0000,0.250442,43.1199,0.0000,43.1199,1.3092,0.0000,1.3092,32.9360,35.0000,0.348505,0.327953,0.348505
103,0,0.0551085,118,66,69,900,0.055109,35,1,4,104,119,69,66,900,0.055109,35,1,4,0.0944726,0.0944726,0.0944726,0.0944726,0,103,0.0000,0.0000,0.0000,0.0944726,0.0944726,0.0944726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0944726,0.0944726,0.0944726
105,0,0.0716185,120,70,71,900,0.071619,35,1,4,106,121,71,70,900,0.071619,35,1,4,0.122775,0.122775,0.122775,0.122775,0,105,0.0000,0.0000,0.0000,0.122775,0.122775,0.122775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.122775,0.122775,0.122775
107,0,0.0596735,122,70,67,900,0.059673,35,1,4,108,123,67,70,900,0.059673,35,1,4,0.102297,0.102297,0.102297,0.102297,0,107,0.0000,0.0000,0.0000,0.102297,0.102297,0.102297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.102297,0.102297,0.102297
109,0,0.0902685,124,71,72,900,0.090268,35,1,4,110,125,72,71,900,0.090268,35,1,4,0.154745,0.154745,0.154745,0.154745,0,109,0.0000,0.0000,0.0000,0.154745,0.154745,0.154745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.154745,0.154745,0.154745
111,0,0.0375906,128,73,74,900,0.037591,35,1,4,112,129,74,73,900,0.037591,35,1,4,0.0644417,0.0644417,0.0644417,0.0644417,0,111,0.0000,0.0000,0.0000,0.0644417,0.0644417,0.0644417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0644417,0.0644417,0.0644417
113,0,0.059319,130,73,75,900,0.059319,35,1,4,114,131,75,73,900,0.059319,35,1,4,0.10169,0.10169,0.10169,0.10169,0,113,0.0000,0.0000,0.0000,0.10169,0.10169,0.10169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.10169,0.10169,0.10169
115,0,0.0161822,132,76,77,900,0.016182,35,1,4,116,133,77,76,900,0.016182,35,1,4,0.0277406,0.0277425,0.0277406,0.0277635,0,115,2.4,12.6000,15.0000,0.0277425,0.0277635,0.0277635,0.00266667,0.014,0.014,0.0388368,0.203893,0.24273,0.0011097,0.00583034,0.00694004,34.9976,34.9710,0.0277425,0.0277635,0.0277635
117,0,0.0331401,134,76,78,900,0.03314,35,1,4,118,135,78,76,900,0.03314,35,1,4,0.0568114,0.0568585,0.0568114,0.0568153,0,117,12.6000,2.4,15.0000,0.0568585,0.0568153,0.0568585,0.014,0.00266667,0.014,0.417564,0.079536,0.4971,0.0119403,0.00227261,0.0142129,34.9710,34.9976,0.0568585,0.0568153,0.0568585
119,0,0.0497754,136,79,80,900,0.049775,35,1,4,120,137,80,79,900,0.049775,35,1,4,0.0853286,0.0853345,0.0853286,0.0853992,0,119,2.4,12.6000,15.0000,0.0853345,0.0853992,0.0853992,0.00266667,0.014,0.014,0.11946,0.627165,0.746625,0.00341338,0.0179338,0.0213472,34.9976,34.9710,0.0853345,0.0853992,0.0853992
121,0,0.0527647,138,79,77,900,0.052765,35,1,4,122,139,77,79,900,0.052765,35,1,4,0.0904543,0.0905292,0.0904543,0.0904605,0,121,12.6000,2.4,15.0000,0.0905292,0.0904605,0.0905292,0.014,0.00266667,0.014,0.664839,0.126636,0.791475,0.0190111,0.00361842,0.0226296,34.9710,34.9976,0.0905292,0.0904605,0.0905292
123,0,0.0458933,142,80,81,900,0.045893,35,1,4,124,143,81,80,900,0.045893,35,1,4,0.0786737,0.0786791,0.0786737,0.0787389,0,123,2.4,12.6000,15.0000,0.0786791,0.0787389,0.0787389,0.00266667,0.014,0.014,0.110143,0.578252,0.688395,0.00314717,0.0165352,0.0196823,34.9976,34.9710,0.0786791,0.0787389,0.0787389
125,0,0.021393,144,82,83,900,0.021393,35,1,4,126,145,83,82,900,0.021393,35,1,4,0.0366737,0.0366762,0.0366737,0.0367041,0,125,2.4,12.6000,15.0000,0.0366762,0.0367041,0.0367041,0.00266667,0.014,0.014,0.0513432,0.269552,0.320895,0.00146705,0.00770786,0.00917491,34.9976,34.9710,0.0366762,0.0367041,0.0367041
127,0,0.0492218,146,82,84,900,0.049222,35,1,4,128,147,84,82,900,0.049222,35,1,4,0.0843806,0.0844505,0.0843806,0.0843864,0,127,12.6000,2.4,15.0000,0.0844505,0.0843864,0.0844505,0.014,0.00266667,0.014,0.620197,0.118133,0.73833,0.0177346,0.00337546,0.0211101,34.9710,34.9976,0.0844505,0.0843864,0.0844505
129,0,0.082801,148,83,85,900,0.082801,35,1,4,130,149,85,83,900,0.082801,35,1,4,0.141945,0.141954,0.141945,0.142062,0,129,2.4,12.6000,15.0000,0.141954,0.142062,0.142062,0.00266667,0.014,0.014,0.198722,1.04329,1.24201,0.00567817,0.029833,0.0355112,34.9976,34.9710,0.141954,0.142062,0.142062
131,0,0.0159642,152,86,87,900,0.015964,35,1,4,132,153,87,86,900,0.015964,35,1,4,0.0273669,0.0273687,0.0273669,0.0273895,0,131,2.4,12.6000,15.0000,0.0273687,0.0273895,0.0273895,0.00266667,0.014,0.014,0.0383136,0.201146,0.23946,0.00109475,0.0057518,0.00684655,34.9976,34.9710,0.0273687,0.0273895,0.0273895
133,0,0.0740506,154,86,85,900,0.074051,35,1,4,134,155,85,86,900,0.074051,35,1,4,0.126945,0.12705,0.126945,0.126953,0,133,12.6000,2.4,15.0000,0.12705,0.126953,0.12705,0.014,0.00266667,0.014,0.933043,0.177722,1.11077,0.0266804,0.00507813,0.0317586,34.9710,34.9976,0.12705,0.126953,0.12705
135,0,0.0263764,156,88,89,900,0.026376,35,1,4,136,157,89,88,900,0.026376,35,1,4,0.045216,0.0452191,0.045216,0.0452535,0,135,2.4,12.6000,15.0000,0.0452191,0.0452535,0.0452535,0.00266667,0.014,0.014,0.0633024,0.332338,0.39564,0.00180876,0.00950322,0.011312,34.9976,34.9710,0.0452191,0.0452535,0.0452535
137,0,0.0655081,158,88,90,900,0.065508,35,1,4,138,159,90,88,900,0.065508,35,1,4,0.112299,0.112392,0.112299,0.112307,0,137,12.6000,2.4,15.0000,0.112392,0.112307,0.112392,0.014,0.00266667,0.014,0.825401,0.157219,0.98262,0.0236024,0.00449229,0.0280947,34.9710,34.9976,0.112392,0.112307,0.112392
139,0,0.0793721,162,89,91,900,0.079372,35,1,4,140,163,91,89,900,0.079372,35,1,4,0.136066,0.136076,0.136066,0.136179,0,139,2.4,12.6000,15.0000,0.136076,0.136179,0.136179,0.00266667,0.014,0.014,0.190493,1.00009,1.19058,0.00544303,0.0285976,0.0340406,34.9976,34.9710,0.136076,0.136179,0.136179
141,0,0.0710578,164,92,93,900,0.071058,35,1,4,142,165,93,92,900,0.071058,35,1,4,0.121814,0.121901,0.121814,0.121986,0,141,11.4000,18.0000,29.4000,0.121901,0.121986,0.121986,0.0126667,0.02,0.02,0.810061,1.27904,2.08911,0.0231611,0.0365958,0.0597569,34.9751,34.9506,0.121901,0.121986,0.121986
143,0,0.147666,166,92,91,900,0.147666,35,1,4,144,167,91,92,900,0.147666,35,1,4,0.253142,0.2535,0.253142,0.253322,0,143,18.0000,11.4000,29.4000,0.2535,0.253322,0.2535,0.02,0.0126667,0.02,2.65799,1.68339,4.34138,0.0760499,0.0481312,0.124181,34.9506,34.9751,0.2535,0.253322,0.2535
145,0,0.0170604,168,94,95,900,0.01706,35,1,5,146,169,95,94,900,0.01706,35,1,5,0.0292457,0.0292457,0.0292457,0.0292457,0,145,0.0000,0.0000,0.0000,0.0292457,0.0292457,0.0292457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,0.0292457,0.0292457,0.0292457
