ID,Dir,Length,AB_Link_ID,AB_From_Node_,AB_To_Node_ID,AB_Capacity,AB_Length,AB_Free_Speed,AB_Lanes,AB_Link_Type,BA_DB_ID,BA_Link_ID,BA_From_Node_,BA_To_Node_ID,BA_Capacity,BA_Length,BA_Free_Speed,BA_Lanes,BA_Link_Type,AB_Free_Time,AB_UE_Time,BA_Free_Time,BA_UE_Time,direction,ID1,AB_Flow,BA_Flow,Tot_Flow,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF
22,0,0.040232,21,28,29,1400,0.040232,40,1,4,23,22,29,28,1400,0.040232,40,1,4,0.060348,0.060348,0.060348,0.0844042,0,22,0,1234.4054,1234.4054,0.060348,0.0844042,0.0844042,0,0.881718,0.881718,0,49.6626,49.6626,0,1.73648,1.73648,40,28.5995,0.060348,0.0844042,0.0844042
24,1,0.125386,23,28,30,1400,0.125386,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.188079,0.258156,,,1,24,1188.9553,,1188.9553,0.258156,,0.258156,0.849254,,0.849254,149.0784,,149.0784,5.11561,,5.11561,29.1419,,0.258156,,0.258156
25,0,0.104599,24,28,31,1400,0.104599,40,1,5,26,25,31,28,1400,0.104599,40,1,5,0.156898,0.15776,0.156898,0.156944,0,25,114.2038,22.3575,136.5613,0.15776,0.156944,0.15776,0.0815742,0.0159696,0.0815742,11.9456,2.33857,14.2842,0.30028,0.0584812,0.358762,39.7815,39.9883,0.15776,0.156944,0.15776
27,0,0.0320289,26,28,32,1400,0.032029,40,1,5,28,27,32,28,1400,0.032029,40,1,5,0.0480435,0.0480575,0.0480435,0.0481494,0,27,22.3575,68.7538,91.1113,0.0480575,0.0481494,0.0481494,0.0159696,0.0491099,0.0491099,0.716087,2.20212,2.9182,0.0179074,0.0551742,0.0730816,39.9883,39.9121,0.0480575,0.0481494,0.0481494
29,0,0.034608,28,33,34,1400,0.034608,40,1,5,30,29,34,33,1400,0.034608,40,1,5,0.051912,0.0536106,0.051912,0.0677126,0,29,307.8,1062.6,1370.4,0.0536106,0.0677126,0.0677126,0.219857,0.759,0.759,10.6523,36.7745,47.4268,0.275022,1.19919,1.47421,38.7326,30.6661,0.0536106,0.0677126,0.0677126
31,0,0.03527,30,33,35,1400,0.03527,40,1,5,32,31,35,33,1400,0.03527,40,1,5,0.052905,0.0690078,0.052905,0.052905,0,31,1062.6,0,1062.6,0.0690078,0.052905,0.0690078,0.759,0,0.759,37.4779,0,37.4779,1.22213,0,1.22213,30.6661,40,0.0690078,0.052905,0.0690078
33,0,0.0282477,32,33,36,1400,0.028248,40,1,4,34,33,36,33,1400,0.028248,40,1,4,0.042372,0.0426607,0.042372,0.0437584,0,33,128.7331,307.8,436.5331,0.0426607,0.0437584,0.0437584,0.0919522,0.219857,0.219857,3.63645,8.69473,12.3312,0.0915307,0.224481,0.316012,39.7293,38.7326,0.0426607,0.0437584,0.0437584
35,0,0.0788989,34,37,38,1400,0.078899,40,1,5,36,35,38,37,1400,0.078899,40,1,5,0.118348,0.124212,0.118348,0.161108,0,35,387.6,1168.8,1556.4,0.124212,0.161108,0.161108,0.276857,0.834857,0.834857,30.5813,92.2172,122.7984,0.802413,3.13839,3.9408,38.1116,29.3836,0.124212,0.161108,0.161108
37,0,0.118989,36,37,34,1400,0.118989,40,1,5,38,37,34,37,1400,0.118989,40,1,5,0.178484,0.24297,0.178484,0.187327,0,37,1168.8,387.6,1556.4,0.24297,0.187327,0.24297,0.834857,0.276857,0.834857,139.0743,46.1201,185.1945,4.73306,1.21013,5.94319,29.3836,38.1116,0.24297,0.187327,0.24297
39,0,0.0804408,38,38,39,1400,0.080441,40,1,5,40,39,39,38,1400,0.080441,40,1,5,0.120662,0.120774,0.120662,0.122973,0,39,42.6,228.6,271.2,0.120774,0.122973,0.122973,0.0304286,0.163286,0.163286,3.42679,18.3888,21.8156,0.0857494,0.468526,0.554276,39.9628,39.2482,0.120774,0.122973,0.122973
41,0,0.0773174,42,39,40,1400,0.077317,40,1,5,42,43,40,39,1400,0.077317,40,1,5,0.115975,0.116083,0.115975,0.118197,0,41,42.6,228.6,271.2,0.116083,0.118197,0.118197,0.0304286,0.163286,0.163286,3.2937,17.6747,20.9684,0.0824192,0.45033,0.53275,39.9628,39.2482,0.116083,0.118197,0.118197
43,0,0.0778642,46,40,41,1400,0.077864,40,1,5,44,47,41,40,1400,0.077864,40,1,5,0.116796,0.116905,0.116796,0.119033,0,43,42.6,228.6,271.2,0.116905,0.119033,0.119033,0.0304286,0.163286,0.163286,3.31701,17.7997,21.1167,0.0830024,0.453517,0.536519,39.9628,39.2482,0.116905,0.119033,0.119033
45,0,0.0704088,50,42,43,1400,0.070409,40,1,5,46,51,43,42,1400,0.070409,40,1,5,0.105613,0.105712,0.105613,0.107637,0,45,42.6,228.6,271.2,0.105712,0.107637,0.107637,0.0304286,0.163286,0.163286,2.99942,16.0955,19.0949,0.0750554,0.410095,0.48515,39.9628,39.2482,0.105712,0.107637,0.107637
47,0,0.0782297,52,42,41,1400,0.07823,40,1,5,48,53,41,42,1400,0.07823,40,1,5,0.117345,0.119593,0.117345,0.117454,0,47,228.6,42.6,271.2,0.119593,0.117454,0.119593,0.163286,0.0304286,0.163286,17.8834,3.3326,21.216,0.455648,0.0833925,0.539041,39.2482,39.9628,0.119593,0.117454,0.119593
49,0,0.0969693,54,44,45,1400,0.096969,40,1,5,50,55,45,44,1400,0.096969,40,1,5,0.145453,0.145589,0.145453,0.14824,0,49,42.6,228.6,271.2,0.145589,0.14824,0.14824,0.0304286,0.163286,0.163286,4.13088,22.1671,26.298,0.103368,0.564793,0.668161,39.9628,39.2482,0.145589,0.14824,0.14824
51,0,0.0810271,56,44,46,1400,0.081027,40,1,5,52,57,46,44,1400,0.081027,40,1,5,0.121541,0.123869,0.121541,0.121654,0,51,228.6,42.6,271.2,0.123869,0.121654,0.123869,0.163286,0.0304286,0.163286,18.5228,3.45175,21.9745,0.471939,0.0863741,0.558313,39.2482,39.9628,0.123869,0.121654,0.123869
53,0,0.0979306,58,45,47,1400,0.097931,40,1,5,54,59,47,45,1400,0.097931,40,1,5,0.146897,0.147033,0.146897,0.14971,0,53,42.6,228.6,271.2,0.147033,0.14971,0.14971,0.0304286,0.163286,0.163286,4.17186,22.387,26.5589,0.104394,0.570396,0.67479,39.9628,39.2482,0.147033,0.14971,0.14971
55,0,0.100155,62,47,48,1400,0.100155,40,1,5,56,63,48,47,1400,0.100155,40,1,5,0.150232,0.150372,0.150232,0.15311,0,55,42.6,228.6,271.2,0.150372,0.15311,0.15311,0.0304286,0.163286,0.163286,4.2666,22.8954,27.162,0.106764,0.58335,0.690114,39.9628,39.2482,0.150372,0.15311,0.15311
57,0,0.0699168,66,48,49,1400,0.069917,40,1,5,58,67,49,48,1400,0.069917,40,1,5,0.104876,0.117926,0.104876,0.121012,0,57,646.4899,727.4098,1373.8996,0.117926,0.121012,0.121012,0.461778,0.519578,0.519578,45.2006,50.8583,96.0589,1.27063,1.46709,2.73772,35.5734,34.6661,0.117926,0.121012,0.121012
59,0,0.137405,68,48,50,1400,0.137405,40,1,5,60,69,50,48,1400,0.137405,40,1,5,0.206107,0.226917,0.206107,0.234249,0,59,575.6098,680.6899,1256.2996,0.226917,0.234249,0.234249,0.41115,0.486207,0.486207,79.0917,93.5302,172.6218,2.17693,2.65751,4.83444,36.3318,35.1946,0.226917,0.234249,0.234249
61,0,0.0266697,72,51,52,1400,0.02667,40,1,5,62,73,52,51,1400,0.02667,40,1,5,0.040005,0.040005,0.040005,0.040005,0,61,0,0,0,0.040005,0.040005,0.040005,0,0,0,0,0,0,0,0,0,40,40,0.040005,0.040005,0.040005
63,1,0.261136,74,51,53,4000,0.261136,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.261136,0.442433,,,1,63,4800.1628,,4800.1628,0.442433,,0.442433,1.20004,,1.20004,1253.4953,,1253.4953,35.3958,,35.3958,35.4137,,0.442433,,0.442433
64,0,0.192749,75,54,52,1400,0.192749,40,1,5,65,76,52,54,1400,0.192749,40,1,5,0.289124,0.289124,0.289124,0.289124,0,64,0,0,0,0.289124,0.289124,0.289124,0,0,0,0,0,0,0,0,0,40,40,0.289124,0.289124,0.289124
66,0,0.180638,77,54,55,1400,0.180638,40,1,5,67,78,55,54,1400,0.180638,40,1,5,0.270957,0.270957,0.270957,0.270957,0,66,0,0,0,0.270957,0.270957,0.270957,0,0,0,0,0,0,0,0,0,40,40,0.270957,0.270957,0.270957
68,0,0.138614,81,56,57,1400,0.138614,40,1,4,69,82,57,56,1400,0.138614,40,1,4,0.207921,0.207921,0.207921,0.209804,0,68,0,150.7996,150.7996,0.207921,0.209804,0.209804,0,0.107714,0.107714,0,20.9029,20.9029,0,0.527307,0.527307,40,39.6409,0.207921,0.209804,0.209804
70,0,0.0969816,83,56,58,1400,0.096982,40,1,4,71,84,58,56,1400,0.096982,40,1,4,0.145473,0.260217,0.145473,0.147167,0,70,1803.5014,173.4,1976.9014,0.260217,0.147167,0.260217,1.28822,0.123857,1.28822,174.9072,16.8167,191.7239,7.82171,0.425314,8.24702,22.3618,39.5395,0.260217,0.147167,0.260217
72,0,0.193878,85,56,59,1400,0.193878,40,1,4,73,86,59,56,1400,0.193878,40,1,4,0.290817,0.294204,0.290817,0.486841,0,72,173.4,1652.7018,1826.1018,0.294204,0.486841,0.486841,0.123857,1.1805,1.1805,33.6184,320.4225,354.041,0.85025,13.4101,14.2603,39.5395,23.8942,0.294204,0.486841,0.486841
74,0,0.138851,89,57,60,1400,0.138851,40,1,4,75,90,60,57,1400,0.138851,40,1,4,0.208277,0.208276,0.208277,0.210163,0,74,0,150.7996,150.7996,0.208276,0.210163,0.210163,0,0.107714,0.107714,0,20.9387,20.9387,0,0.528209,0.528209,40,39.6409,0.208276,0.210163,0.210163
76,1,0.0968735,91,61,62,1400,0.096873,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.145309,0.155548,,,1,76,471.3314,,471.3314,0.155548,,0.155548,0.336665,,0.336665,45.6593,,45.6593,1.22191,,1.22191,37.3672,,0.155548,,0.155548
77,0,0.0153887,92,61,63,1400,0.015389,40,1,4,78,93,63,61,1400,0.015389,40,1,4,0.0230835,0.0232926,0.0230835,0.0230835,0,77,150.7996,0,150.7996,0.0232926,0.0230835,0.0232926,0.107714,0,0.107714,2.32066,0,2.32066,0.0585419,0,0.0585419,39.6409,40,0.0232926,0.0230835,0.0232926
79,0,0.269684,94,61,64,1400,0.269684,40,1,4,80,95,64,61,1400,0.269684,40,1,4,0.404526,0.404526,0.404526,0.40819,0,79,0.6,150.7996,151.3996,0.404526,0.40819,0.40819,0.000428571,0.107714,0.107714,0.16181,40.6682,40.8301,0.00404526,1.02592,1.02996,40,39.6409,0.404526,0.40819,0.40819
81,0,0.276286,98,64,65,1400,0.276286,40,1,4,82,99,65,64,1400,0.276286,40,1,4,0.414429,0.415196,0.414429,1.03094,0,81,62.4,2565.6474,2628.0474,0.415196,1.03094,1.03094,0.0445714,1.83261,1.83261,17.2402,708.8525,726.0927,0.431804,44.084,44.5158,39.9261,16.0796,0.415196,1.03094,1.03094
83,0,0.192237,100,64,66,1400,0.192237,40,1,5,84,101,66,64,1400,0.192237,40,1,5,0.288355,0.725128,0.288355,0.291509,0,83,2591.4839,167.4252,2758.9091,0.725128,0.291509,0.725128,1.85106,0.119589,1.85106,498.1791,32.1853,530.3644,31.3193,0.813432,32.1327,15.9065,39.5673,0.725128,0.291509,0.725128
85,0,0.0966236,102,64,67,1400,0.096624,40,1,5,86,103,67,64,1400,0.096624,40,1,5,0.144936,0.145628,0.144936,0.146681,0,85,105.6252,176.6361,282.2613,0.145628,0.146681,0.146681,0.0754466,0.126169,0.126169,10.2059,17.0673,27.2732,0.256366,0.43182,0.688186,39.81,39.5241,0.145628,0.146681,0.146681
87,0,0.0640101,104,68,69,1400,0.06401,40,1,4,88,105,69,68,1400,0.06401,40,1,4,0.096015,0.0961419,0.096015,0.0960341,0,87,51.755,18.0794,69.8344,0.0961419,0.0960341,0.0961419,0.0369678,0.0129139,0.0369678,3.31284,1.15726,4.4701,0.0829303,0.0289373,0.111868,39.9472,39.992,0.0961419,0.0960341,0.0961419
89,0,0.0686227,106,68,65,1400,0.068623,40,1,4,90,107,65,68,1400,0.068623,40,1,4,0.102934,0.102955,0.102934,0.103071,0,89,18.0794,51.755,69.8344,0.102955,0.103071,0.103071,0.0129139,0.0369678,0.0369678,1.24066,3.55158,4.79224,0.0310227,0.0889069,0.11993,39.992,39.9472,0.102955,0.103071,0.103071
91,0,0.00617644,110,69,70,1400,0.006176,40,1,4,92,111,70,69,1400,0.006176,40,1,4,0.009264,0.00927624,0.009264,0.00926584,0,91,51.755,18.0794,69.8344,0.00927624,0.00926584,0.00927624,0.0369678,0.0129139,0.0369678,0.319639,0.111658,0.431297,0.00800153,0.00279201,0.0107935,39.9472,39.992,0.00927624,0.00926584,0.00927624
93,0,0.0203743,114,70,71,1400,0.020374,40,1,4,94,115,71,70,1400,0.020374,40,1,4,0.030561,0.0306014,0.030561,0.0305671,0,93,51.755,18.0794,69.8344,0.0306014,0.0305671,0.0306014,0.0369678,0.0129139,0.0369678,1.05446,0.36835,1.42281,0.0263962,0.00921057,0.0356068,39.9472,39.992,0.0306014,0.0305671,0.0306014
95,0,0.0505178,118,71,72,1400,0.050518,40,1,4,96,119,72,71,1400,0.050518,40,1,4,0.075777,0.0758771,0.075777,0.0757921,0,95,51.755,18.0794,69.8344,0.0758771,0.0757921,0.0758771,0.0369678,0.0129139,0.0369678,2.61456,0.913335,3.52789,0.0654503,0.0228379,0.0882882,39.9472,39.992,0.0758771,0.0757921,0.0758771
97,0,0.0965208,120,73,74,1400,0.096521,40,1,5,98,121,74,73,1400,0.096521,40,1,5,0.144782,0.144782,0.144782,0.144782,0,97,0,0,0,0.144782,0.144782,0.144782,0,0,0,0,0,0,0,0,0,40,40,0.144782,0.144782,0.144782
99,1,0.192432,122,73,75,1400,0.192432,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.288648,0.328156,,,1,99,681.624,,681.624,0.328156,,0.328156,0.486874,,0.486874,131.1663,,131.1663,3.72799,,3.72799,35.1842,,0.328156,,0.328156
100,0,0.0824529,123,73,76,1400,0.082453,40,1,4,101,124,76,73,1400,0.082453,40,1,4,0.12368,0.127365,0.12368,0.194084,0,100,292.2,1504.6137,1796.8137,0.127365,0.194084,0.194084,0.208714,1.07472,1.07472,24.0928,124.0599,148.1527,0.620266,4.86703,5.4873,38.8426,25.4899,0.127365,0.194084,0.194084
102,0,0.193459,125,73,77,1400,0.193459,40,1,4,103,126,77,73,1400,0.193459,40,1,4,0.290188,0.373915,0.290188,0.312985,0,102,1031.4989,500.7093,1532.2082,0.373915,0.312985,0.373915,0.736785,0.357649,0.736785,199.5528,96.8667,296.4195,6.42822,2.61191,9.04013,31.0433,37.0865,0.373915,0.312985,0.373915
104,0,0.039456,129,76,78,1400,0.039456,40,1,4,105,130,78,76,1400,0.039456,40,1,4,0.059184,0.0609475,0.059184,0.0928746,0,104,292.2,1504.6137,1796.8137,0.0609475,0.0928746,0.0928746,0.208714,1.07472,1.07472,11.529,59.366,70.8951,0.296814,2.32901,2.62582,38.8426,25.4899,0.0609475,0.0928746,0.0928746
106,0,0.0120931,131,79,80,1400,0.012093,40,1,5,107,132,80,79,1400,0.012093,40,1,5,0.0181395,0.0214102,0.0181395,0.0181527,0,106,794.4,37.2,831.6,0.0214102,0.0181527,0.0214102,0.567429,0.0265714,0.567429,9.60668,0.44986,10.0565,0.283471,0.0112547,0.294725,33.8895,39.9708,0.0214102,0.0181527,0.0214102
108,0,0.0712278,133,79,81,1400,0.071228,40,1,5,109,134,81,79,1400,0.071228,40,1,5,0.106842,0.106982,0.106842,0.12722,0,108,51.6,819.6,871.2,0.106982,0.12722,0.12722,0.0368571,0.585429,0.585429,3.67536,58.3785,62.0538,0.0920049,1.73783,1.82983,39.9475,33.5928,0.106982,0.12722,0.12722
110,0,0.0835439,137,80,82,1400,0.083544,40,1,5,111,138,82,80,1400,0.083544,40,1,5,0.125316,0.200817,0.125316,0.126369,0,110,1552.8,144.6,1697.4,0.200817,0.126369,0.200817,1.10914,0.103286,1.10914,129.7271,12.0805,141.8076,5.19715,0.304548,5.5017,24.9612,39.6668,0.200817,0.126369,0.200817
112,0,0.0517094,139,83,84,1400,0.051709,40,1,5,113,140,84,83,1400,0.051709,40,1,5,0.0775635,0.0779443,0.0775635,0.0791495,0,112,107.3072,237.0514,344.3586,0.0779443,0.0791495,0.0791495,0.076648,0.169322,0.169322,5.54875,12.2577,17.8064,0.1394,0.312708,0.452108,39.8046,39.1985,0.0779443,0.0791495,0.0791495
114,0,0.0530524,141,83,85,1400,0.053052,40,1,5,115,142,85,83,1400,0.053052,40,1,5,0.079578,0.0812052,0.079578,0.0799687,0,114,237.0514,107.3072,344.3586,0.0812052,0.0799687,0.0812052,0.169322,0.076648,0.169322,12.5761,5.69286,18.2689,0.32083,0.14302,0.463851,39.1985,39.8046,0.0812052,0.0799687,0.0812052
116,0,0.133068,143,86,87,1400,0.133068,40,1,5,117,144,87,86,1400,0.133068,40,1,5,0.199602,0.19961,0.199602,0.199602,0,116,7.2,0,7.2,0.19961,0.199602,0.19961,0.00514286,0,0.00514286,0.95809,0,0.95809,0.0239531,0,0.0239531,39.9985,40,0.19961,0.199602,0.19961
118,0,0.0343338,145,86,88,1400,0.034334,40,1,5,119,146,88,86,1400,0.034334,40,1,5,0.051501,0.051501,0.051501,0.051503,0,118,0,7.2,7.2,0.051501,0.051503,0.051503,0,0.00514286,0.00514286,0,0.247205,0.247205,0,0.00618035,0.00618035,40,39.9985,0.051501,0.051503,0.051503
120,1,0.0399907,147,88,89,1400,0.039991,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.0599865,0.0599865,,,1,120,0,,0,0.0599865,,0.0599865,0,,0,0,,0,0,,0,40,,0.0599865,,0.0599865
121,0,0.163571,148,88,90,1400,0.163571,40,1,5,122,149,90,88,1400,0.163571,40,1,5,0.245356,0.245357,0.245356,0.245366,0,121,0,7.2,7.2,0.245357,0.245366,0.245366,0,0.00514286,0.00514286,0,1.17771,1.17771,0,0.0294439,0.0294439,40,39.9985,0.245357,0.245366,0.245366
123,0,0.110468,152,91,92,1400,0.110468,40,1,5,124,153,92,91,1400,0.110468,40,1,5,0.165702,0.165767,0.165702,0.167514,0,123,26.4,167.4374,193.8374,0.165767,0.167514,0.167514,0.0188571,0.119598,0.119598,2.91636,18.4965,21.4128,0.0729376,0.467469,0.540407,39.9843,39.5673,0.165767,0.167514,0.167514
125,0,0.406906,154,91,93,1400,0.406906,40,1,5,126,155,93,91,1400,0.406906,40,1,5,0.610359,0.617034,0.610359,0.610599,0,125,167.4374,26.4,193.8374,0.617034,0.610599,0.617034,0.119598,0.0188571,0.119598,68.1313,10.7423,78.8736,1.72191,0.268664,1.99057,39.5673,39.9843,0.617034,0.610599,0.617034
127,0,0.102606,158,92,94,1400,0.102606,40,1,5,128,159,94,92,1400,0.102606,40,1,5,0.153909,0.15397,0.153909,0.155592,0,127,26.4,167.4374,193.8374,0.15397,0.155592,0.155592,0.0188571,0.119598,0.119598,2.7088,17.1801,19.8889,0.0677466,0.434199,0.501946,39.9843,39.5673,0.15397,0.155592,0.155592
129,0,0.0954142,160,94,95,1400,0.095414,40,1,5,130,161,95,94,1400,0.095414,40,1,5,0.143121,0.143177,0.143121,0.144686,0,129,26.4,167.4374,193.8374,0.143177,0.144686,0.144686,0.0188571,0.119598,0.119598,2.51893,15.9759,18.4948,0.062998,0.403765,0.466763,39.9843,39.5673,0.143177,0.144686,0.144686
131,0,0.0670564,166,95,96,1400,0.067056,40,1,5,132,167,96,95,1400,0.067056,40,1,5,0.100584,0.100624,0.100584,0.101684,0,131,26.4,167.4374,193.8374,0.100624,0.101684,0.101684,0.0188571,0.119598,0.119598,1.77028,11.2277,12.998,0.0442744,0.283762,0.328036,39.9843,39.5673,0.100624,0.101684,0.101684
133,0,0.0693883,170,50,97,1400,0.069388,40,1,5,134,171,97,50,1400,0.069388,40,1,5,0.104082,0.114591,0.104082,0.118293,0,133,575.6098,680.6899,1256.2996,0.114591,0.118293,0.118293,0.41115,0.486207,0.486207,39.9404,47.2317,87.1721,1.09932,1.34201,2.44134,36.3318,35.1947,0.114591,0.118293,0.118293
135,0,0.207,174,49,98,1400,0.207,40,1,5,136,175,98,49,1400,0.207,40,1,5,0.3105,0.349138,0.3105,0.358275,0,135,646.4899,727.4098,1373.8996,0.349138,0.358275,0.358275,0.461778,0.519578,0.519578,133.8234,150.5738,284.3972,3.7619,4.34355,8.10545,35.5733,34.6661,0.349138,0.358275,0.358275
137,0,0.051809,176,99,100,1400,0.051809,40,1,5,138,177,100,99,1400,0.051809,40,1,5,0.0777135,0.0777924,0.0777135,0.0851328,0,137,44.702,557.9915,602.6935,0.0777924,0.0851328,0.0851328,0.03193,0.398565,0.398565,2.31597,28.909,31.2249,0.0579579,0.791723,0.849681,39.9594,36.514,0.0777924,0.0851328,0.0851328
139,0,0.149751,178,99,101,1400,0.149751,40,1,5,140,179,101,99,1400,0.149751,40,1,5,0.224627,0.246072,0.224627,0.224855,0,139,557.9915,44.702,602.6935,0.246072,0.224855,0.246072,0.398565,0.03193,0.398565,83.5598,6.69417,90.254,2.28843,0.167524,2.45596,36.514,39.9594,0.246072,0.224855,0.246072
