,a_node,b_node,capacity,free_flow_time,a,b,direction,link_id
45,5155,235,1400,0.4654665,0.5,1.5,1,46
46,6137,125,6600,0.35580733333333336,0.5,1.5,1,47
47,229,10505,6600,0.3955166666666667,0.5,1.5,1,48
48,10540,7294,1400,0.273195,0.5,1.5,1,49
49,5112,10000091,99999,1.6676160000000002,0.5,1.5,1,50
50,10000091,5112,99999,1.6676160000000002,0.5,1.5,1,51
51,5113,10000091,99999,2.027799,0.5,1.5,1,52
52,10000091,5113,99999,2.027799,0.5,1.5,1,53
53,5988,10000091,99999,1.343508,0.5,1.5,1,54
54,10000091,5988,99999,1.343508,0.5,1.5,1,55
55,7229,10000091,99999,1.9949339999999998,0.5,1.5,1,56
56,10000091,7229,99999,1.9949339999999998,0.5,1.5,1,57
57,7230,10000091,99999,1.630188,0.5,1.5,1,58
58,10000091,7230,99999,1.630188,0.5,1.5,1,59
59,7231,10000091,99999,1.292637,0.5,1.5,1,60
60,10000091,7231,99999,1.292637,0.5,1.5,1,61
61,9104,10000091,99999,3.646023,0.5,1.5,1,62
62,10000091,9104,99999,3.646023,0.5,1.5,1,63
63,9752,10000091,99999,3.632898,0.5,1.5,1,64
64,10000091,9752,99999,3.632898,0.5,1.5,1,65
65,264,10000015,99999,2.710236,0.5,1.5,1,66
66,10000015,264,99999,2.710236,0.5,1.5,1,67
67,265,10000015,99999,2.8178010000000002,0.5,1.5,1,68
68,10000015,265,99999,2.8178010000000002,0.5,1.5,1,69
69,266,10000015,99999,2.478411,0.5,1.5,1,70
70,10000015,266,99999,2.478411,0.5,1.5,1,71
71,1328,10000015,99999,2.450259,0.5,1.5,1,72
72,10000015,1328,99999,2.450259,0.5,1.5,1,73
73,1329,10000015,99999,2.450355,0.5,1.5,1,74
74,10000015,1329,99999,2.450355,0.5,1.5,1,75
75,1331,10000015,99999,2.466669,0.5,1.5,1,76
76,10000015,1331,99999,2.466669,0.5,1.5,1,77
77,1646,10000015,99999,0.9600540000000001,0.5,1.5,1,78
78,10000015,1646,99999,0.9600540000000001,0.5,1.5,1,79
79,2745,10000015,99999,3.001962,0.5,1.5,1,80
80,10000015,2745,99999,3.001962,0.5,1.5,1,81
81,4142,10000015,99999,2.518995,0.5,1.5,1,82
82,10000015,4142,99999,2.518995,0.5,1.5,1,83
83,4143,10000015,99999,2.5062930000000003,0.5,1.5,1,84
84,10000015,4143,99999,2.5062930000000003,0.5,1.5,1,85
85,4144,10000015,99999,2.537388,0.5,1.5,1,86
86,10000015,4144,99999,2.537388,0.5,1.5,1,87
87,4945,10000015,99999,1.170051,0.5,1.5,1,88
88,10000015,4945,99999,1.170051,0.5,1.5,1,89
89,4946,10000015,99999,1.388769,0.5,1.5,1,90
90,10000015,4946,99999,1.388769,0.5,1.5,1,91
91,4947,10000015,99999,1.5656310000000002,0.5,1.5,1,92
92,10000015,4947,99999,1.5656310000000002,0.5,1.5,1,93
93,5966,10000015,99999,2.897919,0.5,1.5,1,94
94,10000015,5966,99999,2.897919,0.5,1.5,1,95
95,6137,10000015,99999,2.67093,0.5,1.5,1,96
96,10000015,6137,99999,2.67093,0.5,1.5,1,97
97,6701,10000015,99999,2.989029,0.5,1.5,1,98
98,10000015,6701,99999,2.989029,0.5,1.5,1,99
99,6706,10000015,99999,2.757675,0.5,1.5,1,100
100,10000015,6706,99999,2.757675,0.5,1.5,1,101
101,6707,10000015,99999,2.589585,0.5,1.5,1,102
102,10000015,6707,99999,2.589585,0.5,1.5,1,103
103,8569,10000015,99999,2.625084,0.5,1.5,1,104
104,10000015,8569,99999,2.625084,0.5,1.5,1,105
105,10505,10000015,99999,2.7078569999999997,0.5,1.5,1,106
106,10000015,10505,99999,2.7078569999999997,0.5,1.5,1,107
107,233,10000097,99999,1.9900080000000002,0.5,1.5,1,108
108,10000097,233,99999,1.9900080000000002,0.5,1.5,1,109
109,235,10000097,99999,2.291445,0.5,1.5,1,110
110,10000097,235,99999,2.291445,0.5,1.5,1,111
111,7320,10000097,99999,2.319423,0.5,1.5,1,112
112,10000097,7320,99999,2.319423,0.5,1.5,1,113
113,9624,10000097,99999,2.661099,0.5,1.5,1,114
114,10000097,9624,99999,2.661099,0.5,1.5,1,115
115,9625,10000097,99999,2.680704,0.5,1.5,1,116
116,10000097,9625,99999,2.680704,0.5,1.5,1,117
117,9626,10000097,99999,2.731104,0.5,1.5,1,118
118,10000097,9626,99999,2.731104,0.5,1.5,1,119
119,9688,10000097,99999,3.0493079999999995,0.5,1.5,1,120
120,10000097,9688,99999,3.0493079999999995,0.5,1.5,1,121
121,954,10000107,99999,3.194283,0.5,1.5,1,122
122,10000107,954,99999,3.194283,0.5,1.5,1,123
123,955,10000107,99999,3.006822,0.5,1.5,1,124
124,10000107,955,99999,3.006822,0.5,1.5,1,125
125,956,10000107,99999,3.905001,0.5,1.5,1,126
126,10000107,956,99999,3.905001,0.5,1.5,1,127
127,2116,10000107,99999,1.165335,0.5,1.5,1,128
128,10000107,2116,99999,1.165335,0.5,1.5,1,129
129,2117,10000107,99999,1.455396,0.5,1.5,1,130
130,10000107,2117,99999,1.455396,0.5,1.5,1,131
131,5152,10000107,99999,2.5915950000000003,0.5,1.5,1,132
132,10000107,5152,99999,2.5915950000000003,0.5,1.5,1,133
133,5153,10000107,99999,2.8540140000000003,0.5,1.5,1,134
134,10000107,5153,99999,2.8540140000000003,0.5,1.5,1,135
135,5154,10000107,99999,2.335443,0.5,1.5,1,136
136,10000107,5154,99999,2.335443,0.5,1.5,1,137
137,6502,10000107,99999,2.0413919999999997,0.5,1.5,1,138
138,10000107,6502,99999,2.0413919999999997,0.5,1.5,1,139
139,6503,10000107,99999,1.7317169999999997,0.5,1.5,1,140
140,10000107,6503,99999,1.7317169999999997,0.5,1.5,1,141
141,443,10000032,99999,14.127525,0.5,1.5,1,142
142,10000032,443,99999,14.127525,0.5,1.5,1,143
143,444,10000032,99999,14.126547,0.5,1.5,1,144
144,10000032,444,99999,14.126547,0.5,1.5,1,145
145,3455,10000032,99999,14.371647000000001,0.5,1.5,1,146
146,10000032,3455,99999,14.371647000000001,0.5,1.5,1,147
147,3456,10000032,99999,14.364840000000001,0.5,1.5,1,148
148,10000032,3456,99999,14.364840000000001,0.5,1.5,1,149
149,3457,10000032,99999,14.572083,0.5,1.5,1,150
150,10000032,3457,99999,14.572083,0.5,1.5,1,151
151,3458,10000032,99999,13.511276999999998,0.5,1.5,1,152
152,10000032,3458,99999,13.511276999999998,0.5,1.5,1,153
153,6532,10000032,99999,13.367829000000002,0.5,1.5,1,154
154,10000032,6532,99999,13.367829000000002,0.5,1.5,1,155
155,6533,10000032,99999,13.404192,0.5,1.5,1,156
156,10000032,6533,99999,13.404192,0.5,1.5,1,157
157,6534,10000032,99999,13.227243,0.5,1.5,1,158
158,10000032,6534,99999,13.227243,0.5,1.5,1,159
159,7249,10000032,99999,14.158671,0.5,1.5,1,160
160,10000032,7249,99999,14.158671,0.5,1.5,1,161
161,7250,10000032,99999,13.937055,0.5,1.5,1,162
162,10000032,7250,99999,13.937055,0.5,1.5,1,163
163,8152,10000032,99999,14.159786999999998,0.5,1.5,1,164
164,10000032,8152,99999,14.159786999999998,0.5,1.5,1,165
165,8153,10000032,99999,14.288454000000002,0.5,1.5,1,166
166,10000032,8153,99999,14.288454000000002,0.5,1.5,1,167
167,8154,10000032,99999,13.416096,0.5,1.5,1,168
168,10000032,8154,99999,13.416096,0.5,1.5,1,169
169,8155,10000032,99999,13.403736,0.5,1.5,1,170
170,10000032,8155,99999,13.403736,0.5,1.5,1,171
171,8156,10000032,99999,13.959165,0.5,1.5,1,172
172,10000032,8156,99999,13.959165,0.5,1.5,1,173
173,8158,10000032,99999,13.164252,0.5,1.5,1,174
174,10000032,8158,99999,13.164252,0.5,1.5,1,175
175,8159,10000032,99999,13.3287,0.5,1.5,1,176
176,10000032,8159,99999,13.3287,0.5,1.5,1,177
177,8160,10000032,99999,12.853419,0.5,1.5,1,178
178,10000032,8160,99999,12.853419,0.5,1.5,1,179
179,8952,10000032,99999,15.114039,0.5,1.5,1,180
180,10000032,8952,99999,15.114039,0.5,1.5,1,181
181,9910,10000032,99999,14.378172,0.5,1.5,1,182
182,10000032,9910,99999,14.378172,0.5,1.5,1,183
183,10047,10000032,99999,15.006134999999999,0.5,1.5,1,184
184,10000032,10047,99999,15.006134999999999,0.5,1.5,1,185
185,10048,10000032,99999,15.155163,0.5,1.5,1,186
186,10000032,10048,99999,15.155163,0.5,1.5,1,187
187,10093,10000032,99999,14.964027,0.5,1.5,1,188
188,10000032,10093,99999,14.964027,0.5,1.5,1,189
189,10126,10000032,99999,14.166228000000002,0.5,1.5,1,190
190,10000032,10126,99999,14.166228000000002,0.5,1.5,1,191
191,10127,10000032,99999,13.371954,0.5,1.5,1,192
192,10000032,10127,99999,13.371954,0.5,1.5,1,193
193,10393,10000032,99999,16.178130000000003,0.5,1.5,1,194
194,10000032,10393,99999,16.178130000000003,0.5,1.5,1,195
195,10394,10000032,99999,15.342927000000001,0.5,1.5,1,196
196,10000032,10394,99999,15.342927000000001,0.5,1.5,1,197
197,10395,10000032,99999,15.284042999999999,0.5,1.5,1,198
198,10000032,10395,99999,15.284042999999999,0.5,1.5,1,199
199,10396,10000032,99999,15.097790999999999,0.5,1.5,1,200
200,10000032,10396,99999,15.097790999999999,0.5,1.5,1,201
201,10397,10000032,99999,15.239288999999998,0.5,1.5,1,202
202,10000032,10397,99999,15.239288999999998,0.5,1.5,1,203
203,1129,10000077,99999,3.8501819999999998,0.5,1.5,1,204
204,10000077,1129,99999,3.8501819999999998,0.5,1.5,1,205
205,5143,10000077,99999,3.244917,0.5,1.5,1,206
206,10000077,5143,99999,3.244917,0.5,1.5,1,207
207,4475,10000052,99999,3.9477900000000004,0.5,1.5,1,208
208,10000052,4475,99999,3.9477900000000004,0.5,1.5,1,209
209,4476,10000052,99999,3.9134279999999997,0.5,1.5,1,210
210,10000052,4476,99999,3.9134279999999997,0.5,1.5,1,211
211,4479,10000052,99999,3.037305,0.5,1.5,1,212
212,10000052,4479,99999,3.037305,0.5,1.5,1,213
213,5254,10000052,99999,2.8982010000000002,0.5,1.5,1,214
214,10000052,5254,99999,2.8982010000000002,0.5,1.5,1,215
215,5255,10000052,99999,3.146577,0.5,1.5,1,216
216,10000052,5255,99999,3.146577,0.5,1.5,1,217
217,5669,10000052,99999,3.2102010000000005,0.5,1.5,1,218
218,10000052,5669,99999,3.2102010000000005,0.5,1.5,1,219
219,5672,10000052,99999,3.7835729999999996,0.5,1.5,1,220
220,10000052,5672,99999,3.7835729999999996,0.5,1.5,1,221
221,6637,10000052,99999,3.0936719999999998,0.5,1.5,1,222
222,10000052,6637,99999,3.0936719999999998,0.5,1.5,1,223
223,6644,10000052,99999,3.2018370000000003,0.5,1.5,1,224
224,10000052,6644,99999,3.2018370000000003,0.5,1.5,1,225
225,6652,10000052,99999,2.820612,0.5,1.5,1,226
226,10000052,6652,99999,2.820612,0.5,1.5,1,227
227,6698,10000052,99999,3.455979,0.5,1.5,1,228
228,10000052,6698,99999,3.455979,0.5,1.5,1,229
229,9497,10000052,99999,3.7165289999999995,0.5,1.5,1,230
230,10000052,9497,99999,3.7165289999999995,0.5,1.5,1,231
231,9498,10000052,99999,3.164292,0.5,1.5,1,232
232,10000052,9498,99999,3.164292,0.5,1.5,1,233
233,952,10000165,99999,3.41697,0.5,1.5,1,234
234,10000165,952,99999,3.41697,0.5,1.5,1,235
235,953,10000165,99999,3.5527379999999997,0.5,1.5,1,236
236,10000165,953,99999,3.5527379999999997,0.5,1.5,1,237
237,1720,10000165,99999,4.805763,0.5,1.5,1,238
238,10000165,1720,99999,4.805763,0.5,1.5,1,239
239,1722,10000165,99999,4.054347,0.5,1.5,1,240
240,10000165,1722,99999,4.054347,0.5,1.5,1,241
241,2114,10000165,99999,4.078317,0.5,1.5,1,242
242,10000165,2114,99999,4.078317,0.5,1.5,1,243
243,2941,10000165,99999,3.4475100000000003,0.5,1.5,1,244
244,10000165,2941,99999,3.4475100000000003,0.5,1.5,1,245
245,4716,10000165,99999,2.6172959999999996,0.5,1.5,1,246
246,10000165,4716,99999,2.6172959999999996,0.5,1.5,1,247
247,4728,10000165,99999,4.02978,0.5,1.5,1,248
248,10000165,4728,99999,4.02978,0.5,1.5,1,249
249,4737,10000165,99999,3.287241,0.5,1.5,1,250
250,10000165,4737,99999,3.287241,0.5,1.5,1,251
251,4748,10000165,99999,2.584287,0.5,1.5,1,252
252,10000165,4748,99999,2.584287,0.5,1.5,1,253
253,4749,10000165,99999,2.601867,0.5,1.5,1,254
254,10000165,4749,99999,2.601867,0.5,1.5,1,255
255,4753,10000165,99999,4.484163,0.5,1.5,1,256
256,10000165,4753,99999,4.484163,0.5,1.5,1,257
257,4756,10000165,99999,4.834803,0.5,1.5,1,258
258,10000165,4756,99999,4.834803,0.5,1.5,1,259
259,4757,10000165,99999,4.8690809999999995,0.5,1.5,1,260
260,10000165,4757,99999,4.8690809999999995,0.5,1.5,1,261
261,4952,10000165,99999,3.4998149999999995,0.5,1.5,1,262
262,10000165,4952,99999,3.4998149999999995,0.5,1.5,1,263
263,4953,10000165,99999,3.361929,0.5,1.5,1,264
264,10000165,4953,99999,3.361929,0.5,1.5,1,265
265,7292,10000165,99999,4.040682,0.5,1.5,1,266
266,10000165,7292,99999,4.040682,0.5,1.5,1,267
267,7293,10000165,99999,3.171672,0.5,1.5,1,268
268,10000165,7293,99999,3.171672,0.5,1.5,1,269
269,7294,10000165,99999,3.1830840000000005,0.5,1.5,1,270
270,10000165,7294,99999,3.1830840000000005,0.5,1.5,1,271
271,7295,10000165,99999,3.233595,0.5,1.5,1,272
272,10000165,7295,99999,3.233595,0.5,1.5,1,273
273,7296,10000165,99999,3.3964410000000003,0.5,1.5,1,274
274,10000165,7296,99999,3.3964410000000003,0.5,1.5,1,275
275,9468,10000165,99999,4.512195,0.5,1.5,1,276
276,10000165,9468,99999,4.512195,0.5,1.5,1,277
277,9872,10000165,99999,3.260904,0.5,1.5,1,278
278,10000165,9872,99999,3.260904,0.5,1.5,1,279
279,9952,10000165,99999,3.224814,0.5,1.5,1,280
280,10000165,9952,99999,3.224814,0.5,1.5,1,281
281,673,678,6600,1.2947473333333333,0.5,1.5,1,282
282,1121,1127,1400,0.190758,0.5,1.5,1,283
283,1127,1121,1400,0.190758,0.5,1.5,1,284
284,1335,1337,1400,1.8107414999999998,0.5,1.5,1,285
285,1337,1335,1400,1.8107414999999998,0.5,1.5,1,286
286,1355,1356,1400,0.266265,0.5,1.5,1,287
287,2647,2648,1400,0.19298099999999999,0.5,1.5,1,288
288,2648,2647,1400,0.19298099999999999,0.5,1.5,1,289
289,2341,3039,4000,0.13650830769230768,0.5,1.5,1,290
290,3039,2341,4000,0.13650830769230768,0.5,1.5,1,291
291,3437,3438,4000,0.1622529230769231,0.5,1.5,1,292
292,3438,3437,4000,0.1622529230769231,0.5,1.5,1,293
293,3695,3904,1400,0.12002550000000001,0.5,1.5,1,294
294,4046,4047,1400,0.3642975,0.5,1.5,1,295
295,4047,4046,1400,0.3642975,0.5,1.5,1,296
296,4301,4302,1400,0.134805,0.5,1.5,1,297
297,4302,4301,1400,0.134805,0.5,1.5,1,298
298,4437,1178,6600,0.33312800000000004,0.5,1.5,1,299
299,4481,3905,1400,0.152682,0.5,1.5,1,300
300,3905,4481,1400,0.152682,0.5,1.5,1,301
301,3746,4553,1400,0.421209,0.5,1.5,1,302
302,4553,3746,1400,0.421209,0.5,1.5,1,303
303,3666,5133,1400,0.913164,0.5,1.5,1,304
304,5133,3666,1400,0.913164,0.5,1.5,1,305
305,5538,5539,1400,0.175089,0.5,1.5,1,306
306,5539,5538,1400,0.175089,0.5,1.5,1,307
307,3542,5812,1400,0.4112385,0.5,1.5,1,308
308,5812,3542,1400,0.4112385,0.5,1.5,1,309
309,6260,5729,1400,0.11516399999999999,0.5,1.5,1,310
310,5729,6260,1400,0.11516399999999999,0.5,1.5,1,311
311,3202,6276,1400,0.016107,0.5,1.5,1,312
312,6276,3202,1400,0.016107,0.5,1.5,1,313
313,5952,2546,1400,0.1338225,0.5,1.5,1,314
314,2546,5952,1400,0.1338225,0.5,1.5,1,315
315,4809,6470,1400,0.7947525,0.5,1.5,1,316
316,6470,4809,1400,0.7947525,0.5,1.5,1,317
317,6493,6494,4000,0.13609292307692308,0.5,1.5,1,318
318,6494,6493,4000,0.13609292307692308,0.5,1.5,1,319
319,6858,6859,6600,0.23069466666666666,0.5,1.5,1,320
320,3722,7373,1400,0.2609805,0.5,1.5,1,321
321,7496,6497,1400,0.19245900000000002,0.5,1.5,1,322
322,7616,4422,6600,0.3332833333333333,0.5,1.5,1,323
323,2035,7971,6600,0.24513933333333332,0.5,1.5,1,324
324,480,6751,1400,1.1532689999999999,0.5,1.5,1,325
325,6751,480,1400,1.1532689999999999,0.5,1.5,1,326
326,8617,7118,1400,0.542799,0.5,1.5,1,327
327,8994,3905,1400,0.069507,0.5,1.5,1,328
328,6487,9178,1400,0.1909185,0.5,1.5,1,329
329,9308,9310,1400,1.549143,0.5,1.5,1,330
330,9328,9309,1400,1.5489374999999999,0.5,1.5,1,331
331,9337,9350,6600,0.9159406666666667,0.5,1.5,1,332
332,7125,1338,1400,1.1058225,0.5,1.5,1,333
333,3720,1944,1400,0.26131499999999996,0.5,1.5,1,334
334,9601,9599,1400,0.3122115,0.5,1.5,1,335
335,9650,9651,1400,1.9449239999999999,0.5,1.5,1,336
336,4273,9600,1400,0.3040275,0.5,1.5,1,337
337,1387,10311,6600,0.21335,0.5,1.5,1,338
338,8928,10406,6600,0.3521433333333333,0.5,1.5,1,339
339,10051,10406,6600,0.14264,0.5,1.5,1,340
340,10051,10447,1400,0.5011965,0.5,1.5,1,341
341,2192,10448,6600,0.14477399999999999,0.5,1.5,1,342
342,2192,10420,6600,0.3449833333333333,0.5,1.5,1,343
343,8615,10311,6600,0.6853326666666667,0.5,1.5,1,344
344,10462,763,1400,0.2587575,0.5,1.5,1,345
345,763,10462,1400,0.2587575,0.5,1.5,1,346
346,734,10242,6600,1.734616,0.5,1.5,1,347
347,4048,10448,1400,0.543117,0.5,1.5,1,348
348,74,10000106,99999,3.483786,0.5,1.5,1,349
349,10000106,74,99999,3.483786,0.5,1.5,1,350
350,75,10000106,99999,3.348846,0.5,1.5,1,351
351,10000106,75,99999,3.348846,0.5,1.5,1,352
352,2647,10000106,99999,3.594687,0.5,1.5,1,353
353,10000106,2647,99999,3.594687,0.5,1.5,1,354
354,2901,10000106,99999,4.201146,0.5,1.5,1,355
355,10000106,2901,99999,4.201146,0.5,1.5,1,356
356,2903,10000106,99999,3.2773079999999997,0.5,1.5,1,357
357,10000106,2903,99999,3.2773079999999997,0.5,1.5,1,358
358,2905,10000106,99999,3.141036,0.5,1.5,1,359
359,10000106,2905,99999,3.141036,0.5,1.5,1,360
360,2906,10000106,99999,3.1026390000000004,0.5,1.5,1,361
361,10000106,2906,99999,3.1026390000000004,0.5,1.5,1,362
362,2907,10000106,99999,3.1631699999999996,0.5,1.5,1,363
363,10000106,2907,99999,3.1631699999999996,0.5,1.5,1,364
364,2908,10000106,99999,3.2815320000000003,0.5,1.5,1,365
365,10000106,2908,99999,3.2815320000000003,0.5,1.5,1,366
366,2909,10000106,99999,3.246498,0.5,1.5,1,367
367,10000106,2909,99999,3.246498,0.5,1.5,1,368
368,2910,10000106,99999,3.5350439999999996,0.5,1.5,1,369
369,10000106,2910,99999,3.5350439999999996,0.5,1.5,1,370
370,3436,10000106,99999,3.220818,0.5,1.5,1,371
371,10000106,3436,99999,3.220818,0.5,1.5,1,372
372,3438,10000106,99999,2.8555949999999997,0.5,1.5,1,373
373,10000106,3438,99999,2.8555949999999997,0.5,1.5,1,374
374,10301,10000106,99999,3.044253,0.5,1.5,1,375
375,10000106,10301,99999,3.044253,0.5,1.5,1,376
376,10428,10000106,99999,3.147957,0.5,1.5,1,377
377,10000106,10428,99999,3.147957,0.5,1.5,1,378
378,10429,10000106,99999,3.1078829999999997,0.5,1.5,1,379
379,10000106,10429,99999,3.1078829999999997,0.5,1.5,1,380
380,10458,10000106,99999,3.5805960000000003,0.5,1.5,1,381
381,10000106,10458,99999,3.5805960000000003,0.5,1.5,1,382
382,10459,10000106,99999,3.238491,0.5,1.5,1,383
383,10000106,10459,99999,3.238491,0.5,1.5,1,384
384,3220,10000104,99999,4.721457000000001,0.5,1.5,1,385
385,10000104,3220,99999,4.721457000000001,0.5,1.5,1,386
386,3221,10000104,99999,4.919562,0.5,1.5,1,387
387,10000104,3221,99999,4.919562,0.5,1.5,1,388
388,3222,10000104,99999,4.570416,0.5,1.5,1,389
389,10000104,3222,99999,4.570416,0.5,1.5,1,390
390,4422,10000104,99999,3.641487,0.5,1.5,1,391
391,10000104,4422,99999,3.641487,0.5,1.5,1,392
392,4423,10000104,99999,4.296351,0.5,1.5,1,393
393,10000104,4423,99999,4.296351,0.5,1.5,1,394
394,4424,10000104,99999,5.085129,0.5,1.5,1,395
395,10000104,4424,99999,5.085129,0.5,1.5,1,396
396,4425,10000104,99999,4.726029,0.5,1.5,1,397
397,10000104,4425,99999,4.726029,0.5,1.5,1,398
398,4427,10000104,99999,5.421567,0.5,1.5,1,399
399,10000104,4427,99999,5.421567,0.5,1.5,1,400
400,4436,10000104,99999,5.498279999999999,0.5,1.5,1,401
401,10000104,4436,99999,5.498279999999999,0.5,1.5,1,402
402,4437,10000104,99999,3.564651,0.5,1.5,1,403
403,10000104,4437,99999,3.564651,0.5,1.5,1,404
404,6008,10000104,99999,4.462143,0.5,1.5,1,405
405,10000104,6008,99999,4.462143,0.5,1.5,1,406
406,6338,10000104,99999,5.2250820000000004,0.5,1.5,1,407
407,10000104,6338,99999,5.2250820000000004,0.5,1.5,1,408
408,6339,10000104,99999,4.238535,0.5,1.5,1,409
409,10000104,6339,99999,4.238535,0.5,1.5,1,410
410,6671,10000104,99999,5.042145,0.5,1.5,1,411
411,10000104,6671,99999,5.042145,0.5,1.5,1,412
412,8424,10000104,99999,4.864725,0.5,1.5,1,413
413,10000104,8424,99999,4.864725,0.5,1.5,1,414
414,10360,10000104,99999,4.475262000000001,0.5,1.5,1,415
415,10000104,10360,99999,4.475262000000001,0.5,1.5,1,416
416,10361,10000104,99999,4.550334,0.5,1.5,1,417
417,10000104,10361,99999,4.550334,0.5,1.5,1,418
418,674,10000125,99999,2.8168499999999996,0.5,1.5,1,419
419,10000125,674,99999,2.8168499999999996,0.5,1.5,1,420
420,1353,10000125,99999,3.2257619999999996,0.5,1.5,1,421
421,10000125,1353,99999,3.2257619999999996,0.5,1.5,1,422
422,1354,10000125,99999,2.850813,0.5,1.5,1,423
423,10000125,1354,99999,2.850813,0.5,1.5,1,424
424,1355,10000125,99999,2.9154899999999997,0.5,1.5,1,425
425,10000125,1355,99999,2.9154899999999997,0.5,1.5,1,426
426,6487,10000125,99999,3.043152,0.5,1.5,1,427
427,10000125,6487,99999,3.043152,0.5,1.5,1,428
428,6493,10000125,99999,2.402112,0.5,1.5,1,429
429,10000125,6493,99999,2.402112,0.5,1.5,1,430
430,6497,10000125,99999,2.9969580000000002,0.5,1.5,1,431
431,10000125,6497,99999,2.9969580000000002,0.5,1.5,1,432
432,9175,10000125,99999,3.155718,0.5,1.5,1,433
433,10000125,9175,99999,3.155718,0.5,1.5,1,434
434,9176,10000125,99999,3.316713,0.5,1.5,1,435
435,10000125,9176,99999,3.316713,0.5,1.5,1,436
436,9177,10000125,99999,3.1920390000000003,0.5,1.5,1,437
437,10000125,9177,99999,3.1920390000000003,0.5,1.5,1,438
438,9589,10000125,99999,3.465705,0.5,1.5,1,439
439,10000125,9589,99999,3.465705,0.5,1.5,1,440
440,9651,10000125,99999,2.833299,0.5,1.5,1,441
441,10000125,9651,99999,2.833299,0.5,1.5,1,442
442,9805,10000125,99999,2.9511030000000003,0.5,1.5,1,443
443,10000125,9805,99999,2.9511030000000003,0.5,1.5,1,444
444,10343,10000125,99999,3.571269,0.5,1.5,1,445
445,10000125,10343,99999,3.571269,0.5,1.5,1,446
446,2036,10000101,99999,3.21228,0.5,1.5,1,447
447,10000101,2036,99999,3.21228,0.5,1.5,1,448
448,2037,10000101,99999,3.0406200000000005,0.5,1.5,1,449
449,10000101,2037,99999,3.0406200000000005,0.5,1.5,1,450
450,4809,10000101,99999,2.964606,0.5,1.5,1,451
451,10000101,4809,99999,2.964606,0.5,1.5,1,452
452,5133,10000101,99999,3.0296250000000002,0.5,1.5,1,453
453,10000101,5133,99999,3.0296250000000002,0.5,1.5,1,454
454,8161,10000101,99999,3.4589399999999997,0.5,1.5,1,455
455,10000101,8161,99999,3.4589399999999997,0.5,1.5,1,456
456,3310,10000121,99999,1.706547,0.5,1.5,1,457
457,10000121,3310,99999,1.706547,0.5,1.5,1,458
458,4783,10000121,99999,1.501653,0.5,1.5,1,459
459,10000121,4783,99999,1.501653,0.5,1.5,1,460
460,5729,10000121,99999,1.3782299999999998,0.5,1.5,1,461
