"ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
21,0.0000,8.4,8.4,0.319165,0.31924,0.31924,0.0000,0.006,0.006,0.0000,1.78733,1.78733,0.0000,0.0446936,0.0446936,40.0000,39.9907,0.319165,0.31924,0.31924,0.0000,8.4,0.0000,8.4,8.4
23,1254.5139,1309.7565,2564.2704,0.0979376,0.0998852,0.0998852,0.896081,0.93554,0.93554,57.5157,60.0484,117.5641,2.04773,2.18042,4.22816,28.0875,27.5398,0.0979376,0.0998852,0.0998852,1254.5139,1309.7565,1254.5139,1309.7565,2564.2704
25,0.0000,0.0000,0.0000,0.128943,0.128943,0.128943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.128943,0.128943,0.128943,0.0000,0.0000,0.0000,0.0000,0.0000
27,0.0000,0.0000,0.0000,0.276177,0.276177,0.276177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.276177,0.276177,0.276177,0.0000,0.0000,0.0000,0.0000,0.0000
29,0.0000,0.0000,0.0000,0.144198,0.144198,0.144198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.144198,0.144198,0.144198,0.0000,0.0000,0.0000,0.0000,0.0000
31,573.8160,33.6000,607.4160,0.181605,0.16084,0.181605,0.409869,0.024,0.409869,61.4144,3.59614,65.0105,1.7368,0.0900707,1.82687,35.3607,39.9258,0.181605,0.16084,0.181605,573.8160,33.6000,573.8160,33.6000,607.4160
33,541.5315,313.1923,854.7238,0.730064,0.686153,0.730064,0.386808,0.223709,0.386808,235.2689,136.0667,371.3356,6.58921,3.58163,10.1708,35.7052,37.9901,0.730064,0.686153,0.730064,541.5315,313.1923,541.5315,313.1923,854.7238
35,33.6000,573.8160,607.4160,0.227471,0.256838,0.256838,0.024,0.409869,0.409869,5.0859,86.8562,91.9421,0.127384,2.4563,2.58368,39.9258,35.3607,0.227471,0.256838,0.256838,33.6000,573.8160,33.6000,573.8160,607.4160
37,0.0000,0.0000,0.0000,0.135451,0.135451,0.135451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.135451,0.135451,0.135451,0.0000,0.0000,0.0000,0.0000,0.0000
39,1458.7798,760.7591,2219.5389,0.209835,0.16442,0.209835,1.04199,0.543399,1.04199,133.2202,69.4748,202.6950,5.10172,2.08474,7.18646,26.1128,33.3254,0.209835,0.16442,0.209835,1458.7798,760.7591,1458.7798,760.7591,2219.5389
41,0.0000,0.0000,0.0000,0.132364,0.132364,0.132364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.132364,0.132364,0.132364,0.0000,0.0000,0.0000,0.0000,0.0000
43,1444.8167,149.8056,1594.6223,0.0465011,0.0310424,0.0465011,1.03201,0.107004,1.03201,29.3861,3.0469,32.4330,1.11976,0.0775055,1.19726,26.2433,39.3120,0.0465011,0.0310424,0.0465011,1444.8167,149.8056,1444.8167,149.8056,1594.6223
45,149.8056,1444.8167,1594.6223,0.244834,0.366757,0.366757,0.107004,1.03201,1.03201,24.0311,231.7703,255.8013,0.611291,8.83161,9.4429,39.3120,26.2433,0.244834,0.366757,0.366757,149.8056,1444.8167,149.8056,1444.8167,1594.6223
47,1000.4277,1199.8971,2200.3248,0.186348,0.199901,0.199901,0.714591,0.857069,0.857069,95.4548,114.4870,209.9418,3.10714,3.99768,7.10482,30.7212,28.6383,0.186348,0.199901,0.199901,1000.4277,1199.8971,1000.4277,1199.8971,2200.3248
49,1317.7997,1000.4277,2318.2274,0.218707,0.195497,0.218707,0.941285,0.714591,0.941285,131.9091,100.1408,232.0499,4.80353,3.25967,8.0632,27.4609,30.7212,0.218707,0.195497,0.218707,1317.7997,1000.4277,1317.7997,1000.4277,2318.2274
51,0.0000,0.0000,0.0000,0.10041,0.10041,0.10041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.10041,0.10041,0.10041,0.0000,0.0000,0.0000,0.0000,0.0000
53,0.0000,0.0000,0.0000,0.187128,0.187128,0.187128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.187128,0.187128,0.187128,0.0000,0.0000,0.0000,0.0000,0.0000
55,557.6764,264.1245,821.8009,0.178219,0.164804,0.178219,0.39834,0.18866,0.39834,58.8600,27.8770,86.7370,1.65647,0.72548,2.38195,35.5333,38.4256,0.178219,0.164804,0.178219,557.6764,264.1245,557.6764,264.1245,821.8009
57,264.1245,557.6764,821.8009,0.168681,0.182411,0.182411,0.18866,0.39834,0.39834,28.5328,60.2447,88.7775,0.742547,1.69544,2.43799,38.4256,35.5333,0.168681,0.182411,0.182411,264.1245,557.6764,264.1245,557.6764,821.8009
59,1254.5139,1309.7565,2564.2704,0.150353,0.153343,0.153343,0.896081,0.93554,0.93554,88.2977,92.1859,180.4836,3.14367,3.34737,6.49104,28.0875,27.5398,0.150353,0.153343,0.153343,1254.5139,1309.7565,1254.5139,1309.7565,2564.2704
61,0.0581624,0.0000,0.0581624,0.0615135,0.0615135,0.0615135,4.15445e-05,0.0000,4.15445e-05,0.00238518,0.0000,0.00238518,5.96295e-05,0.0000,5.96295e-05,40.0000,40.0000,0.0615135,0.0615135,0.0615135,0.0581624,0.0000,0.0581624,0.0000,0.0581624
63,0.0000,0.0581624,0.0581624,0.226724,0.226724,0.226724,0.0000,4.15445e-05,4.15445e-05,0.0000,0.00879118,0.00879118,0.0000,0.00021978,0.00021978,40.0000,40.0000,0.226724,0.226724,0.226724,0.0000,0.0581624,0.0000,0.0581624,0.0581624
65,0.0000,,0.0000,0.111462,,0.111462,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,40.0000,,0.111462,,0.111462,0.0000,,0.0000,,0.0000
66,1309.7565,1254.5139,2564.2704,0.157587,0.154514,0.157587,0.93554,0.896081,0.93554,94.7373,90.7415,185.4788,3.44001,3.23067,6.67069,27.5398,28.0875,0.157587,0.154514,0.157587,1309.7565,1254.5139,1309.7565,1254.5139,2564.2704
68,7.2,0.6,7.8,0.101795,0.101777,0.101795,0.00514286,0.000428571,0.00514286,0.488527,0.0407106,0.529238,0.0122154,0.00101777,0.0132332,39.9926,39.9998,0.101795,0.101777,0.101795,7.2,0.6,7.2,0.6,7.8
70,0.6,7.2,7.8,0.108762,0.108782,0.108782,0.000428571,0.00514286,0.00514286,0.0435048,0.522058,0.565562,0.00108762,0.0130538,0.0141415,39.9998,39.9926,0.108762,0.108782,0.108782,0.6,7.2,0.6,7.2,7.8
72,1254.5139,,1254.5139,0.0982132,,0.0982132,0.896081,,0.896081,57.6775,,57.6775,2.0535,,2.0535,28.0875,,0.0982132,,0.0982132,1254.5139,,1254.5139,,1254.5139
73,0.0000,0.0000,0.0000,0.110165,0.110165,0.110165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.110165,0.110165,0.110165,0.0000,0.0000,0.0000,0.0000,0.0000
75,0.0000,0.0000,0.0000,0.662809,0.662809,0.662809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.662809,0.662809,0.662809,0.0000,0.0000,0.0000,0.0000,0.0000
77,0.0000,0.0000,0.0000,0.241827,0.241827,0.241827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.241827,0.241827,0.241827,0.0000,0.0000,0.0000,0.0000,0.0000
79,327.1201,,327.1201,0.136621,,0.136621,0.233657,,0.233657,28.2017,,28.2017,0.744858,,0.744858,37.8618,,0.136621,,0.136621,327.1201,,327.1201,,327.1201
80,0.0000,,0.0000,0.330707,,0.330707,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,40.0000,,0.330707,,0.330707,0.0000,,0.0000,,0.0000
81,0.0000,1221.5565,1221.5565,0.211385,0.297528,0.297528,0.0000,0.87254,0.87254,0.0000,172.1454,172.1454,0.0000,6.05745,6.05745,40.0000,28.4188,0.211385,0.297528,0.297528,0.0000,1221.5565,0.0000,1221.5565,1221.5565
83,0.0000,0.0000,0.0000,0.0359475,0.0359475,0.0359475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.0359475,0.0359475,0.0359475,0.0000,0.0000,0.0000,0.0000,0.0000
85,0.0000,0.0000,0.0000,0.0918825,0.0918825,0.0918825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.0918825,0.0918825,0.0918825,0.0000,0.0000,0.0000,0.0000,0.0000
87,832.9522,,832.9522,0.179108,,0.179108,0.594966,,0.594966,80.8963,,80.8963,2.48647,,2.48647,32.5346,,0.179108,,0.179108,832.9522,,832.9522,,832.9522
88,0.0000,88.2000,88.2000,0.083673,0.0843346,0.0843346,0.0000,0.063,0.063,0.0000,4.91997,4.91997,0.0000,0.123972,0.123972,40.0000,39.6862,0.083673,0.0843346,0.0843346,0.0000,88.2000,0.0000,88.2000,88.2000
90,1380.3894,,1380.3894,0.201846,,0.201846,0.985992,,0.985992,124.7044,,124.7044,4.64378,,4.64378,26.8541,,0.201846,,0.201846,1380.3894,,1380.3894,,1380.3894
91,0.0000,0.0000,0.0000,0.458904,0.458904,0.458904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.458904,0.458904,0.458904,0.0000,0.0000,0.0000,0.0000,0.0000
93,0.0000,0.0000,0.0000,0.621265,0.621265,0.621265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.621265,0.621265,0.621265,0.0000,0.0000,0.0000,0.0000,0.0000
95,1254.5139,,1254.5139,0.0368129,,0.0368129,0.896081,,0.896081,21.6190,,21.6190,0.769704,,0.769704,28.0875,,0.0368129,,0.0368129,1254.5139,,1254.5139,,1254.5139
96,0.0000,0.0000,0.0000,0.446611,0.446611,0.446611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.446611,0.446611,0.446611,0.0000,0.0000,0.0000,0.0000,0.0000
98,0.0000,0.0000,0.0000,0.227103,0.227103,0.227103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.227103,0.227103,0.227103,0.0000,0.0000,0.0000,0.0000,0.0000
100,13.9852,,13.9852,0.113991,,0.113991,0.00998945,,0.00998945,1.06226,,1.06226,0.0265698,,0.0265698,39.9800,,0.113991,,0.113991,13.9852,,13.9852,,13.9852
101,1240.5286,,1240.5286,0.164058,,0.164058,0.886092,,0.886092,95.7477,,95.7477,3.39198,,3.39198,28.2277,,0.164058,,0.164058,1240.5286,,1240.5286,,1240.5286
102,0.0000,0.0000,0.0000,0.104109,0.104109,0.104109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.104109,0.104109,0.104109,0.0000,0.0000,0.0000,0.0000,0.0000
104,0.0000,0.0000,0.0000,0.107172,0.107172,0.107172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.107172,0.107172,0.107172,0.0000,0.0000,0.0000,0.0000,0.0000
106,0.0000,0.0000,0.0000,0.110115,0.110115,0.110115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.110115,0.110115,0.110115,0.0000,0.0000,0.0000,0.0000,0.0000
108,0.0000,0.0000,0.0000,0.392038,0.392038,0.392038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.392038,0.392038,0.392038,0.0000,0.0000,0.0000,0.0000,0.0000
110,762.3226,53.4000,815.7226,0.104495,0.0873376,0.104495,0.544516,0.0381429,0.544516,44.2216,3.09768,47.3192,1.32765,0.0777305,1.40538,33.3083,39.8516,0.104495,0.0873376,0.104495,762.3226,53.4000,762.3226,53.4000,815.7226
112,53.4000,762.3226,815.7226,0.120558,0.144242,0.144242,0.0381429,0.544516,0.544516,4.27595,61.0422,65.3182,0.107297,1.83264,1.93994,39.8516,33.3083,0.120558,0.144242,0.144242,53.4000,762.3226,53.4000,762.3226,815.7226
114,164.8446,30.0000,194.8446,0.2093,0.205477,0.2093,0.117746,0.0214286,0.117746,22.5458,4.1031,26.6489,0.575031,0.102738,0.67777,39.2079,39.9374,0.2093,0.205477,0.2093,164.8446,30.0000,164.8446,30.0000,194.8446
116,30.0000,164.8446,194.8446,0.206623,0.210467,0.210467,0.0214286,0.117746,0.117746,4.12599,22.6716,26.7976,0.103312,0.578239,0.681551,39.9374,39.2079,0.206623,0.210467,0.210467,30.0000,164.8446,30.0000,164.8446,194.8446
118,137.9837,40.8000,178.7837,0.658488,0.650069,0.658488,0.0985598,0.0291429,0.0985598,59.6509,17.6380,77.2889,1.51434,0.442047,1.95639,39.3906,39.9007,0.658488,0.650069,0.658488,137.9837,40.8000,137.9837,40.8000,178.7837
120,0.0000,0.0000,0.0000,1.29503,1.29503,1.29503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,1.29503,1.29503,1.29503,0.0000,0.0000,0.0000,0.0000,0.0000
122,40.8000,0.0000,40.8000,0.381439,0.380493,0.381439,0.0291429,0.0000,0.0291429,10.3494,0.0000,10.3494,0.259379,0.0000,0.259379,39.9007,40.0000,0.381439,0.380493,0.381439,40.8000,0.0000,40.8000,0.0000,40.8000
124,53.4000,920.0160,973.4160,0.0850777,0.107339,0.107339,0.0381429,0.657154,0.657154,3.01753,51.9883,55.0058,0.0757192,1.6459,1.72162,39.8516,31.5866,0.0850777,0.107339,0.107339,53.4000,920.0160,53.4000,920.0160,973.4160
126,1481.6160,,1481.6160,2.00119,,2.00119,1.0583,,1.0583,1279.9309,,1279.9309,49.4167,,49.4167,25.9008,,2.00119,,2.00119,1481.6160,,1481.6160,,1481.6160
127,525.6145,171.5632,697.1777,0.121136,0.110971,0.121136,0.375439,0.122545,0.375439,38.0687,12.4258,50.4945,1.06119,0.317308,1.37849,35.8737,39.1600,0.121136,0.110971,0.121136,525.6145,171.5632,525.6145,171.5632,697.1777
129,2.4,617.4000,619.8000,0.0903092,0.103529,0.103529,0.00171429,0.441,0.441,0.14449,37.1699,37.3144,0.00361237,1.06532,1.06893,39.9986,34.8909,0.0903092,0.103529,0.103529,2.4,617.4000,2.4,617.4000,619.8000
131,3.6,,3.6,0.0408156,,0.0408156,0.000545455,,0.000545455,0.220403,,0.220403,0.00244894,,0.00244894,89.9994,,0.0408156,,0.0408156,3.6,,3.6,,3.6
132,673.7787,175.6233,849.4020,0.125809,0.110206,0.125809,0.481271,0.125445,0.481271,48.4272,12.6227,61.0499,1.41279,0.322579,1.73537,34.2778,39.1307,0.125809,0.110206,0.125809,673.7787,175.6233,673.7787,175.6233,849.4020
134,79.6233,673.7787,753.4020,0.110596,0.128189,0.128189,0.0568738,0.481271,0.481271,5.83113,49.3435,55.1746,0.146767,1.43952,1.58629,39.7306,34.2778,0.110596,0.128189,0.128189,79.6233,673.7787,79.6233,673.7787,753.4020
136,936.9190,,936.9190,0.0478113,,0.0478113,0.141957,,0.141957,65.4429,,65.4429,0.746589,,0.746589,87.6558,,0.0478113,,0.0478113,936.9190,,936.9190,,936.9190
137,0.0000,0.0145406,0.0145406,0.119467,0.119467,0.119467,0.0000,1.03861e-05,1.03861e-05,0.0000,0.00115809,0.00115809,0.0000,2.89521e-05,2.89521e-05,40.0000,40.0000,0.119467,0.119467,0.119467,0.0000,0.0145406,0.0000,0.0145406,0.0145406
139,113.6831,936.9190,1050.6021,0.456608,0.574946,0.574946,0.0812022,0.669228,0.669228,34.2100,281.9414,316.1514,0.865144,8.97797,9.84311,39.5425,31.4037,0.456608,0.574946,0.574946,113.6831,936.9190,113.6831,936.9190,1050.6021
141,936.9190,,936.9190,0.042323,,0.042323,0.141957,,0.141957,57.9306,,57.9306,0.660887,,0.660887,87.6558,,0.042323,,0.042323,936.9190,,936.9190,,936.9190
142,24.6000,65.8427,90.4427,0.0810628,0.0813814,0.0813814,0.0175714,0.0470305,0.0470305,1.32788,3.55412,4.882,0.0332357,0.0893062,0.122542,39.9535,39.7970,0.0810628,0.0813814,0.0813814,24.6000,65.8427,24.6000,65.8427,90.4427
144,65.8427,24.6000,90.4427,0.257645,0.256637,0.257645,0.0470305,0.0175714,0.0470305,11.2520,4.20394,15.4559,0.282734,0.105221,0.387955,39.7971,39.9535,0.257645,0.256637,0.257645,65.8427,24.6000,65.8427,24.6000,90.4427
146,0.0000,0.0000,0.0000,0.013512,0.013512,0.013512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.013512,0.013512,0.013512,0.0000,0.0000,0.0000,0.0000,0.0000
148,0.0000,0.0000,0.0000,0.267868,0.267868,0.267868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.267868,0.267868,0.267868,0.0000,0.0000,0.0000,0.0000,0.0000
150,602.9927,539.4000,1142.3927,0.104456,0.102465,0.104456,0.430709,0.385286,0.430709,36.7910,32.9110,69.7020,1.04977,0.921158,1.97093,35.0467,35.7278,0.104456,0.102465,0.104456,602.9927,539.4000,602.9927,539.4000,1142.3927
152,0.0000,0.0000,0.0000,0.060264,0.060264,0.060264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.060264,0.060264,0.060264,0.0000,0.0000,0.0000,0.0000,0.0000
154,539.4000,602.9927,1142.3927,0.213617,0.217768,0.217768,0.385286,0.430709,0.430709,68.6122,76.7013,145.3135,1.92042,2.18854,4.10896,35.7278,35.0467,0.213617,0.217768,0.217768,539.4000,602.9927,539.4000,602.9927,1142.3927
156,1107.4905,2591.9185,3699.4090,0.0962707,0.160917,0.160917,0.791065,1.85137,1.85137,52.5814,123.0591,175.6405,1.77698,6.95141,8.72839,29.5903,17.7028,0.0962707,0.160917,0.160917,1107.4905,2591.9185,1107.4905,2591.9185,3699.4090
158,2591.9185,1107.4905,3699.4090,0.32518,0.194543,0.32518,1.85137,0.791065,1.85137,248.6764,106.2560,354.9324,14.0473,3.5909,17.6382,17.7028,29.5903,0.32518,0.194543,0.32518,2591.9185,1107.4905,2591.9185,1107.4905,3699.4090
160,1187.4000,70.8000,1258.2000,0.323223,0.233765,0.323223,0.848143,0.0505714,0.848143,184.0019,10.9713,194.9732,6.39658,0.275842,6.67242,28.7657,39.7738,0.323223,0.233765,0.323223,1187.4000,70.8000,1187.4000,70.8000,1258.2000
162,70.8000,1187.4000,1258.2000,0.103538,0.14316,0.14316,0.0505714,0.848143,0.848143,4.85936,81.4972,86.3566,0.122175,2.83314,2.95532,39.7738,28.7657,0.103538,0.14316,0.14316,70.8000,1187.4000,70.8000,1187.4000,1258.2000
164,34.8000,714.0603,748.8603,0.1471,0.173551,0.173551,0.0248571,0.510043,0.510043,3.40605,69.8886,73.2947,0.0853181,2.06544,2.15075,39.9218,33.8372,0.1471,0.173551,0.173551,34.8000,714.0603,34.8000,714.0603,748.8603
166,714.0603,34.8000,748.8603,0.146457,0.124135,0.146457,0.510043,0.0248571,0.510043,58.9778,2.87431,61.8521,1.74299,0.0719985,1.81498,33.8372,39.9218,0.146457,0.124135,0.146457,714.0603,34.8000,714.0603,34.8000,748.8603
168,1774.5067,,1774.5067,0.0666194,,0.0666194,0.443627,,0.443627,102.9995,,102.9995,1.97028,,1.97028,52.2767,,0.0666194,,0.0666194,1774.5067,,1774.5067,,1774.5067
169,267.0881,3.6,270.6881,0.0414968,0.0398396,0.0414968,0.190777,0.00257143,0.190777,7.09333,0.0956088,7.18893,0.184722,0.00239038,0.187112,38.4001,39.9974,0.0414968,0.0398396,0.0414968,267.0881,3.6,267.0881,3.6,270.6881
171,3.6,267.0881,270.6881,0.175906,0.183223,0.183223,0.00257143,0.190777,0.190777,0.422147,31.3195,31.7417,0.0105544,0.815611,0.826165,39.9974,38.4001,0.175906,0.183223,0.183223,3.6,267.0881,3.6,267.0881,270.6881
173,25.2000,222.0000,247.2000,0.484746,0.499447,0.499447,0.018,0.158571,0.158571,8.1339,71.6558,79.7897,0.203593,1.84795,2.05155,39.9518,38.7758,0.484746,0.499447,0.499447,25.2000,222.0000,25.2000,222.0000,247.2000
175,0.0000,0.0000,0.0000,0.142509,0.142509,0.142509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.142509,0.142509,0.142509,0.0000,0.0000,0.0000,0.0000,0.0000
177,3.6,3,6.6,0.0936991,0.0936977,0.0936991,0.00257143,0.00214286,0.00257143,0.224863,0.187386,0.412249,0.00562195,0.00468488,0.0103068,39.9974,39.9980,0.0936991,0.0936977,0.0936991,3.6,3,3.6,3,6.6
179,3,3.6,6.6,0.0983254,0.0983269,0.0983269,0.00214286,0.00257143,0.00257143,0.196641,0.235969,0.43261,0.00491627,0.00589961,0.0108159,39.9980,39.9974,0.0983254,0.0983269,0.0983269,3,3.6,3,3.6,6.6
181,0.0000,0.0000,0.0000,0.155123,0.155123,0.155123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.155123,0.155123,0.155123,0.0000,0.0000,0.0000,0.0000,0.0000
183,0.0000,0.0000,0.0000,0.743757,0.743757,0.743757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.743757,0.743757,0.743757,0.0000,0.0000,0.0000,0.0000,0.0000
185,222.0000,25.2000,247.2000,0.232186,0.225351,0.232186,0.158571,0.018,0.158571,33.3118,3.78134,37.0931,0.859087,0.0946475,0.953735,38.7758,39.9518,0.232186,0.225351,0.232186,222.0000,25.2000,222.0000,25.2000,247.2000
187,0.0000,0.0000,0.0000,0.117086,0.117086,0.117086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.117086,0.117086,0.117086,0.0000,0.0000,0.0000,0.0000,0.0000
189,0.0000,0.0000,0.0000,0.567711,0.567711,0.567711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.567711,0.567711,0.567711,0.0000,0.0000,0.0000,0.0000,0.0000
191,0.0000,0.0000,0.0000,0.255438,0.255438,0.255438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.255438,0.255438,0.255438,0.0000,0.0000,0.0000,0.0000,0.0000
193,0.0000,0.0000,0.0000,0.286294,0.286294,0.286294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.286294,0.286294,0.286294,0.0000,0.0000,0.0000,0.0000,0.0000
195,0.0000,0.0000,0.0000,0.121528,0.121528,0.121528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.121528,0.121528,0.121528,0.0000,0.0000,0.0000,0.0000,0.0000
197,623.4000,232.2000,855.6000,0.550109,0.495127,0.550109,0.445286,0.165857,0.445286,199.0522,74.1417,273.1939,5.71563,1.91614,7.63177,34.8259,38.6932,0.550109,0.495127,0.550109,623.4000,232.2000,623.4000,232.2000,855.6000
199,232.2000,623.4000,855.6000,0.117583,0.130641,0.130641,0.165857,0.445286,0.445286,17.6073,47.2712,64.8784,0.455048,1.35736,1.8124,38.6932,34.8259,0.117583,0.130641,0.130641,232.2000,623.4000,232.2000,623.4000,855.6000
201,0.0000,0.0000,0.0000,3.57283,3.57283,3.57283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,3.57283,3.57283,3.57283,0.0000,0.0000,0.0000,0.0000,0.0000
