,a_node,b_node,capacity,free_flow_time,a,b,direction,link_id
54,10000151,7738,99999,1.9841700000000002,0.5,1.5,1,55
55,7740,10000151,99999,2.242566,0.5,1.5,1,56
56,10000151,7740,99999,2.242566,0.5,1.5,1,57
57,7847,10000151,99999,2.907882,0.5,1.5,1,58
58,10000151,7847,99999,2.907882,0.5,1.5,1,59
59,8648,10000151,99999,2.867607,0.5,1.5,1,60
60,10000151,8648,99999,2.867607,0.5,1.5,1,61
61,7229,10000174,99999,2.6005439999999997,0.5,1.5,1,62
62,10000174,7229,99999,2.6005439999999997,0.5,1.5,1,63
63,7230,10000174,99999,2.5077119999999997,0.5,1.5,1,64
64,10000174,7230,99999,2.5077119999999997,0.5,1.5,1,65
65,138,139,1300,0.25066114285714286,0.5,1.5,1,66
66,138,140,1300,0.18083828571428573,0.5,1.5,1,67
67,140,138,1300,0.18083828571428573,0.5,1.5,1,68
68,715,716,6000,0.690366,0.5,1.5,1,69
69,831,853,6000,0.27115933333333336,0.5,1.5,1,70
70,1126,1130,1300,0.49120457142857143,0.5,1.5,1,71
71,1130,1126,1300,0.49120457142857143,0.5,1.5,1,72
72,1579,1582,1300,0.23977371428571428,0.5,1.5,1,73
73,1835,1838,3600,0.206152,0.5,1.5,1,74
74,1838,1835,3600,0.206152,0.5,1.5,1,75
75,1883,1884,1300,0.4207182857142857,0.5,1.5,1,76
76,1910,141,1300,0.25055657142857146,0.5,1.5,1,77
77,2035,2036,1300,0.2516382857142857,0.5,1.5,1,78
78,2169,2170,1300,0.06688457142857143,0.5,1.5,1,79
79,2170,2169,1300,0.06688457142857143,0.5,1.5,1,80
80,2227,1624,1300,0.300732,0.5,1.5,1,81
81,1624,2227,1300,0.300732,0.5,1.5,1,82
82,2316,2317,1300,0.2516417142857143,0.5,1.5,1,83
83,2316,2318,1300,0.17532514285714287,0.5,1.5,1,84
84,2515,2516,1300,0.33676628571428574,0.5,1.5,1,85
85,2516,2515,1300,0.33676628571428574,0.5,1.5,1,86
86,2526,2528,1300,0.151896,0.5,1.5,1,87
87,2606,2607,1300,0.175344,0.5,1.5,1,88
88,2796,2797,1300,0.29749714285714285,0.5,1.5,1,89
89,2797,2796,1300,0.29749714285714285,0.5,1.5,1,90
90,2833,2834,1300,0.3370885714285714,0.5,1.5,1,91
91,2941,2942,1300,0.24959142857142858,0.5,1.5,1,92
92,2942,2941,1300,0.24959142857142858,0.5,1.5,1,93
93,3020,3022,1300,0.0579,0.5,1.5,1,94
94,3022,3020,1300,0.0579,0.5,1.5,1,95
95,2171,3128,1300,0.16711542857142858,0.5,1.5,1,96
96,3128,2171,1300,0.16711542857142858,0.5,1.5,1,97
97,2608,3134,1300,0.3227382857142857,0.5,1.5,1,98
98,3134,2608,1300,0.3227382857142857,0.5,1.5,1,99
99,2913,3483,1300,0.30282514285714285,0.5,1.5,1,100
100,3483,2913,1300,0.30282514285714285,0.5,1.5,1,101
101,3711,3713,1300,0.16849714285714287,0.5,1.5,1,102
102,3713,3711,1300,0.16849714285714287,0.5,1.5,1,103
103,3714,3501,1300,0.16857771428571428,0.5,1.5,1,104
104,3501,3714,1300,0.16857771428571428,0.5,1.5,1,105
105,3803,3804,1300,0.5028908571428571,0.5,1.5,1,106
106,1580,3806,1300,0.24946971428571424,0.5,1.5,1,107
107,3806,1580,1300,0.24946971428571424,0.5,1.5,1,108
108,1580,3803,1300,0.1813542857142857,0.5,1.5,1,109
109,3873,231,1300,2.1017314285714286,0.5,1.5,1,110
110,231,3873,1300,2.1017314285714286,0.5,1.5,1,111
111,4009,4010,1300,0.07506857142857143,0.5,1.5,1,112
112,4009,4011,3600,0.030384000000000005,0.5,1.5,1,113
113,4174,4176,1300,0.3054925714285714,0.5,1.5,1,114
114,4187,4188,1300,0.20635542857142855,0.5,1.5,1,115
115,4105,305,1300,0.2122062857142857,0.5,1.5,1,116
116,305,4105,1300,0.2122062857142857,0.5,1.5,1,117
117,4189,4181,1300,0.2515148571428571,0.5,1.5,1,118
118,4181,4189,1300,0.2515148571428571,0.5,1.5,1,119
119,2317,4319,1300,0.183348,0.5,1.5,1,120
120,4332,4333,1300,0.25085142857142856,0.5,1.5,1,121
121,1746,4605,1300,0.416976,0.5,1.5,1,122
122,2607,3134,1300,0.3611845714285714,0.5,1.5,1,123
123,3134,2607,1300,0.3611845714285714,0.5,1.5,1,124
124,4617,2948,1300,0.34393885714285716,0.5,1.5,1,125
125,2948,4617,1300,0.34393885714285716,0.5,1.5,1,126
126,3710,2836,1300,0.34184571428571425,0.5,1.5,1,127
127,4618,4619,1300,0.303204,0.5,1.5,1,128
128,4619,4618,1300,0.303204,0.5,1.5,1,129
129,4621,4622,1300,0.3011142857142857,0.5,1.5,1,130
130,4622,4621,1300,0.3011142857142857,0.5,1.5,1,131
131,4757,1910,1300,0.18099942857142856,0.5,1.5,1,132
132,4757,4758,1300,0.25213371428571424,0.5,1.5,1,133
133,4758,4333,1300,0.179316,0.5,1.5,1,134
134,3970,4179,1300,0.34051371428571425,0.5,1.5,1,135
135,5233,5234,1300,0.2729177142857143,0.5,1.5,1,136
136,5234,5233,1300,0.2729177142857143,0.5,1.5,1,137
137,140,4319,1300,0.25202228571428575,0.5,1.5,1,138
138,5700,5701,3600,0.148226,0.5,1.5,1,139
139,5724,5731,6000,0.8726293333333334,0.5,1.5,1,140
140,5735,853,6000,0.2867146666666667,0.5,1.5,1,141
141,5738,5737,6000,0.2916606666666667,0.5,1.5,1,142
142,5738,852,6000,0.23216933333333334,0.5,1.5,1,143
143,5183,4175,1300,0.3051462857142857,0.5,1.5,1,144
144,4106,1888,1300,0.21265542857142858,0.5,1.5,1,145
145,1888,4106,1300,0.21265542857142858,0.5,1.5,1,146
146,6165,6166,1300,0.045159428571428566,0.5,1.5,1,147
147,1,5342,6000,0.2567973333333333,0.5,1.5,1,148
148,1,6232,6000,0.29447066666666666,0.5,1.5,1,149
149,5936,6495,3600,0.040644,0.5,1.5,1,150
150,2318,1581,1300,0.2447262857142857,0.5,1.5,1,151
151,6797,6820,1300,0.42527314285714285,0.5,1.5,1,152
152,3047,6849,1300,0.25001999999999996,0.5,1.5,1,153
153,6849,3047,1300,0.25001999999999996,0.5,1.5,1,154
154,6860,5808,1300,0.39497314285714286,0.5,1.5,1,155
155,2686,6862,1300,0.21163371428571429,0.5,1.5,1,156
156,6987,1024,6000,0.3405586666666667,0.5,1.5,1,157
157,6988,6989,1300,0.37065257142857144,0.5,1.5,1,158
158,6989,6988,1300,0.37065257142857144,0.5,1.5,1,159
159,7052,6806,1300,0.506112,0.5,1.5,1,160
160,7054,7055,1300,0.13285542857142857,0.5,1.5,1,161
161,6012,6057,6000,0.3772393333333333,0.5,1.5,1,162
162,2278,7499,1300,0.2976857142857143,0.5,1.5,1,163
163,7499,2278,1300,0.2976857142857143,0.5,1.5,1,164
164,346,7614,1300,0.4271502857142857,0.5,1.5,1,165
165,5196,2938,3600,0.096921,0.5,1.5,1,166
166,7768,2629,1300,0.21046114285714285,0.5,1.5,1,167
167,7771,7818,1300,0.17058342857142855,0.5,1.5,1,168
168,7818,7771,1300,0.17058342857142855,0.5,1.5,1,169
169,7835,6166,1300,0.049657714285714284,0.5,1.5,1,170
170,6178,2527,1300,0.1508382857142857,0.5,1.5,1,171
171,7978,4684,3600,0.158774,0.5,1.5,1,172
172,8018,6876,1300,0.38477485714285714,0.5,1.5,1,173
173,1478,5185,1300,0.2228502857142857,0.5,1.5,1,174
174,1478,6165,1300,0.2229137142857143,0.5,1.5,1,175
175,8051,8052,1300,0.6194605714285715,0.5,1.5,1,176
176,8052,8051,1300,0.6194605714285715,0.5,1.5,1,177
177,5807,5047,1300,1.1123245714285714,0.5,1.5,1,178
178,8210,8213,3600,0.177091,0.5,1.5,1,179
179,8218,4382,3600,0.025426,0.5,1.5,1,180
180,8218,8210,3600,0.045352,0.5,1.5,1,181
181,6164,771,6000,0.295724,0.5,1.5,1,182
182,6164,6183,6000,0.19225133333333333,0.5,1.5,1,183
183,7767,2629,1300,0.14836628571428573,0.5,1.5,1,184
184,2629,7767,1300,0.14836628571428573,0.5,1.5,1,185
185,8078,1281,1300,0.5864845714285714,0.5,1.5,1,186
186,1281,8078,1300,0.5864845714285714,0.5,1.5,1,187
187,6972,3271,1300,0.38640685714285716,0.5,1.5,1,188
188,3806,1579,1300,0.1823262857142857,0.5,1.5,1,189
189,4685,4686,3600,0.062623,0.5,1.5,1,190
190,4685,7978,3600,0.057654,0.5,1.5,1,191
191,8615,5196,3600,0.09775,0.5,1.5,1,192
192,5741,5732,6000,0.7247866666666667,0.5,1.5,1,193
193,8203,6859,1300,0.2300125714285714,0.5,1.5,1,194
194,7957,5184,3600,0.175317,0.5,1.5,1,195
195,6496,6495,3600,0.046591,0.5,1.5,1,196
196,3905,8806,1300,0.21869999999999998,0.5,1.5,1,197
197,8806,3905,1300,0.21869999999999998,0.5,1.5,1,198
198,8886,8885,1300,0.34491428571428573,0.5,1.5,1,199
199,4513,8915,1300,0.34095257142857144,0.5,1.5,1,200
200,0,10000045,99999,2.099538,0.5,1.5,1,201
201,10000045,0,99999,2.099538,0.5,1.5,1,202
202,1,10000045,99999,1.864356,0.5,1.5,1,203
203,10000045,1,99999,1.864356,0.5,1.5,1,204
204,2631,10000045,99999,3.2075310000000004,0.5,1.5,1,205
205,10000045,2631,99999,3.2075310000000004,0.5,1.5,1,206
206,2632,10000045,99999,2.6682900000000003,0.5,1.5,1,207
207,10000045,2632,99999,2.6682900000000003,0.5,1.5,1,208
208,2633,10000045,99999,3.3934770000000003,0.5,1.5,1,209
209,10000045,2633,99999,3.3934770000000003,0.5,1.5,1,210
210,2634,10000045,99999,3.435042,0.5,1.5,1,211
211,10000045,2634,99999,3.435042,0.5,1.5,1,212
212,4833,10000045,99999,2.953299,0.5,1.5,1,213
213,10000045,4833,99999,2.953299,0.5,1.5,1,214
214,6057,10000045,99999,2.270487,0.5,1.5,1,215
215,10000045,6057,99999,2.270487,0.5,1.5,1,216
216,7766,10000045,99999,3.1416389999999996,0.5,1.5,1,217
217,10000045,7766,99999,3.1416389999999996,0.5,1.5,1,218
218,7767,10000045,99999,2.789331,0.5,1.5,1,219
219,10000045,7767,99999,2.789331,0.5,1.5,1,220
220,7768,10000045,99999,2.871225,0.5,1.5,1,221
221,10000045,7768,99999,2.871225,0.5,1.5,1,222
222,7775,10000045,99999,3.252465,0.5,1.5,1,223
223,10000045,7775,99999,3.252465,0.5,1.5,1,224
224,8299,10000045,99999,3.0017490000000002,0.5,1.5,1,225
225,10000045,8299,99999,3.0017490000000002,0.5,1.5,1,226
226,8300,10000045,99999,3.80388,0.5,1.5,1,227
227,10000045,8300,99999,3.80388,0.5,1.5,1,228
228,4462,10000068,99999,3.196563,0.5,1.5,1,229
229,10000068,4462,99999,3.196563,0.5,1.5,1,230
230,7776,10000068,99999,4.059264000000001,0.5,1.5,1,231
231,10000068,7776,99999,4.059264000000001,0.5,1.5,1,232
232,7818,10000068,99999,2.0595179999999997,0.5,1.5,1,233
233,10000068,7818,99999,2.0595179999999997,0.5,1.5,1,234
234,7855,10000068,99999,3.275538,0.5,1.5,1,235
235,10000068,7855,99999,3.275538,0.5,1.5,1,236
236,8788,10000068,99999,3.617487,0.5,1.5,1,237
237,10000068,8788,99999,3.617487,0.5,1.5,1,238
238,1364,10000104,99999,2.537193,0.5,1.5,1,239
239,10000104,1364,99999,2.537193,0.5,1.5,1,240
240,1800,10000104,99999,2.547762,0.5,1.5,1,241
241,10000104,1800,99999,2.547762,0.5,1.5,1,242
242,5936,10000104,99999,2.6791620000000003,0.5,1.5,1,243
243,10000104,5936,99999,2.6791620000000003,0.5,1.5,1,244
244,5937,10000104,99999,3.0249179999999996,0.5,1.5,1,245
245,10000104,5937,99999,3.0249179999999996,0.5,1.5,1,246
246,6496,10000104,99999,2.602461,0.5,1.5,1,247
247,10000104,6496,99999,2.602461,0.5,1.5,1,248
248,7499,10000104,99999,2.834631,0.5,1.5,1,249
249,10000104,7499,99999,2.834631,0.5,1.5,1,250
250,7548,10000104,99999,2.755878,0.5,1.5,1,251
251,10000104,7548,99999,2.755878,0.5,1.5,1,252
252,7549,10000104,99999,2.608821,0.5,1.5,1,253
253,10000104,7549,99999,2.608821,0.5,1.5,1,254
254,8784,10000104,99999,2.583363,0.5,1.5,1,255
255,10000104,8784,99999,2.583363,0.5,1.5,1,256
256,830,10000061,99999,3.5213400000000004,0.5,1.5,1,257
257,10000061,830,99999,3.5213400000000004,0.5,1.5,1,258
258,831,10000061,99999,0.665082,0.5,1.5,1,259
259,10000061,831,99999,0.665082,0.5,1.5,1,260
260,852,10000061,99999,1.294401,0.5,1.5,1,261
261,10000061,852,99999,1.294401,0.5,1.5,1,262
262,1024,10000061,99999,1.05531,0.5,1.5,1,263
263,10000061,1024,99999,1.05531,0.5,1.5,1,264
264,1025,10000061,99999,2.3700629999999996,0.5,1.5,1,265
265,10000061,1025,99999,2.3700629999999996,0.5,1.5,1,266
266,1280,10000061,99999,1.538943,0.5,1.5,1,267
267,10000061,1280,99999,1.538943,0.5,1.5,1,268
268,1281,10000061,99999,1.5216809999999998,0.5,1.5,1,269
269,10000061,1281,99999,1.5216809999999998,0.5,1.5,1,270
270,1282,10000061,99999,1.7016930000000001,0.5,1.5,1,271
271,10000061,1282,99999,1.7016930000000001,0.5,1.5,1,272
272,2851,10000061,99999,3.528321,0.5,1.5,1,273
273,10000061,2851,99999,3.528321,0.5,1.5,1,274
274,2853,10000061,99999,2.17512,0.5,1.5,1,275
275,10000061,2853,99999,2.17512,0.5,1.5,1,276
276,3721,10000061,99999,1.9593390000000002,0.5,1.5,1,277
277,10000061,3721,99999,1.9593390000000002,0.5,1.5,1,278
278,3722,10000061,99999,2.206146,0.5,1.5,1,279
279,10000061,3722,99999,2.206146,0.5,1.5,1,280
280,3889,10000061,99999,2.429391,0.5,1.5,1,281
281,10000061,3889,99999,2.429391,0.5,1.5,1,282
282,5724,10000061,99999,2.875683,0.5,1.5,1,283
283,10000061,5724,99999,2.875683,0.5,1.5,1,284
284,5728,10000061,99999,3.330741,0.5,1.5,1,285
285,10000061,5728,99999,3.330741,0.5,1.5,1,286
286,5730,10000061,99999,1.763157,0.5,1.5,1,287
287,10000061,5730,99999,1.763157,0.5,1.5,1,288
288,5732,10000061,99999,2.222337,0.5,1.5,1,289
289,10000061,5732,99999,2.222337,0.5,1.5,1,290
290,5733,10000061,99999,3.0851129999999998,0.5,1.5,1,291
291,10000061,5733,99999,3.0851129999999998,0.5,1.5,1,292
292,5734,10000061,99999,1.338564,0.5,1.5,1,293
293,10000061,5734,99999,1.338564,0.5,1.5,1,294
294,5735,10000061,99999,0.577656,0.5,1.5,1,295
295,10000061,5735,99999,0.577656,0.5,1.5,1,296
296,5736,10000061,99999,1.104246,0.5,1.5,1,297
297,10000061,5736,99999,1.104246,0.5,1.5,1,298
298,5737,10000061,99999,1.2078060000000002,0.5,1.5,1,299
299,10000061,5737,99999,1.2078060000000002,0.5,1.5,1,300
300,5828,10000061,99999,2.856795,0.5,1.5,1,301
301,10000061,5828,99999,2.856795,0.5,1.5,1,302
302,5835,10000061,99999,1.3307550000000001,0.5,1.5,1,303
303,10000061,5835,99999,1.3307550000000001,0.5,1.5,1,304
304,5836,10000061,99999,2.544756,0.5,1.5,1,305
305,10000061,5836,99999,2.544756,0.5,1.5,1,306
306,5837,10000061,99999,3.2771939999999997,0.5,1.5,1,307
307,10000061,5837,99999,3.2771939999999997,0.5,1.5,1,308
308,5960,10000061,99999,3.0273990000000004,0.5,1.5,1,309
309,10000061,5960,99999,3.0273990000000004,0.5,1.5,1,310
310,5963,10000061,99999,1.924488,0.5,1.5,1,311
311,10000061,5963,99999,1.924488,0.5,1.5,1,312
312,5964,10000061,99999,2.776941,0.5,1.5,1,313
313,10000061,5964,99999,2.776941,0.5,1.5,1,314
314,6989,10000061,99999,1.482543,0.5,1.5,1,315
315,10000061,6989,99999,1.482543,0.5,1.5,1,316
316,7110,10000061,99999,2.511384,0.5,1.5,1,317
317,10000061,7110,99999,2.511384,0.5,1.5,1,318
318,7299,10000061,99999,2.107266,0.5,1.5,1,319
319,10000061,7299,99999,2.107266,0.5,1.5,1,320
320,7300,10000061,99999,1.61727,0.5,1.5,1,321
321,10000061,7300,99999,1.61727,0.5,1.5,1,322
322,7301,10000061,99999,1.698099,0.5,1.5,1,323
323,10000061,7301,99999,1.698099,0.5,1.5,1,324
324,1582,10000140,99999,1.4792009999999998,0.5,1.5,1,325
325,10000140,1582,99999,1.4792009999999998,0.5,1.5,1,326
326,2317,10000140,99999,1.9281719999999998,0.5,1.5,1,327
327,10000140,2317,99999,1.9281719999999998,0.5,1.5,1,328
328,2318,10000140,99999,1.4512740000000002,0.5,1.5,1,329
329,10000140,2318,99999,1.4512740000000002,0.5,1.5,1,330
330,3439,10000140,99999,1.898541,0.5,1.5,1,331
331,10000140,3439,99999,1.898541,0.5,1.5,1,332
332,3803,10000140,99999,1.099902,0.5,1.5,1,333
333,10000140,3803,99999,1.099902,0.5,1.5,1,334
334,3806,10000140,99999,1.191909,0.5,1.5,1,335
335,10000140,3806,99999,1.191909,0.5,1.5,1,336
336,6773,10000140,99999,1.463781,0.5,1.5,1,337
337,10000140,6773,99999,1.463781,0.5,1.5,1,338
338,138,10000084,99999,2.259819,0.5,1.5,1,339
339,10000084,138,99999,2.259819,0.5,1.5,1,340
340,141,10000084,99999,2.443581,0.5,1.5,1,341
341,10000084,141,99999,2.443581,0.5,1.5,1,342
342,4757,10000084,99999,2.354403,0.5,1.5,1,343
343,10000084,4757,99999,2.354403,0.5,1.5,1,344
344,229,10000017,99999,2.51274,0.5,1.5,1,345
345,10000017,229,99999,2.51274,0.5,1.5,1,346
346,230,10000017,99999,2.555472,0.5,1.5,1,347
347,10000017,230,99999,2.555472,0.5,1.5,1,348
348,2035,10000017,99999,2.0512770000000002,0.5,1.5,1,349
349,10000017,2035,99999,2.0512770000000002,0.5,1.5,1,350
350,2037,10000017,99999,2.084148,0.5,1.5,1,351
351,10000017,2037,99999,2.084148,0.5,1.5,1,352
352,3269,10000017,99999,2.1845280000000002,0.5,1.5,1,353
353,10000017,3269,99999,2.1845280000000002,0.5,1.5,1,354
354,3271,10000017,99999,1.651608,0.5,1.5,1,355
355,10000017,3271,99999,1.651608,0.5,1.5,1,356
356,3843,10000017,99999,2.059182,0.5,1.5,1,357
357,10000017,3843,99999,2.059182,0.5,1.5,1,358
358,3844,10000017,99999,1.8295860000000002,0.5,1.5,1,359
359,10000017,3844,99999,1.8295860000000002,0.5,1.5,1,360
360,4333,10000017,99999,2.066718,0.5,1.5,1,361
361,10000017,4333,99999,2.066718,0.5,1.5,1,362
362,4795,10000017,99999,2.506221,0.5,1.5,1,363
363,10000017,4795,99999,2.506221,0.5,1.5,1,364
364,5977,10000017,99999,2.537784,0.5,1.5,1,365
365,10000017,5977,99999,2.537784,0.5,1.5,1,366
366,6332,10000017,99999,2.493054,0.5,1.5,1,367
367,10000017,6332,99999,2.493054,0.5,1.5,1,368
368,7109,10000017,99999,3.260385,0.5,1.5,1,369
369,10000017,7109,99999,3.260385,0.5,1.5,1,370
370,8051,10000017,99999,1.977534,0.5,1.5,1,371
371,10000017,8051,99999,1.977534,0.5,1.5,1,372
372,1499,10000087,99999,2.296428,0.5,1.5,1,373
373,10000087,1499,99999,2.296428,0.5,1.5,1,374
374,1500,10000087,99999,2.49126,0.5,1.5,1,375
375,10000087,1500,99999,2.49126,0.5,1.5,1,376
376,1501,10000087,99999,2.129259,0.5,1.5,1,377
377,10000087,1501,99999,2.129259,0.5,1.5,1,378
378,3143,10000087,99999,1.889139,0.5,1.5,1,379
379,10000087,3143,99999,1.889139,0.5,1.5,1,380
380,3144,10000087,99999,1.9896600000000002,0.5,1.5,1,381
381,10000087,3144,99999,1.9896600000000002,0.5,1.5,1,382
382,3145,10000087,99999,1.83375,0.5,1.5,1,383
383,10000087,3145,99999,1.83375,0.5,1.5,1,384
384,3714,10000087,99999,1.591653,0.5,1.5,1,385
385,10000087,3714,99999,1.591653,0.5,1.5,1,386
386,3715,10000087,99999,1.7759970000000003,0.5,1.5,1,387
387,10000087,3715,99999,1.7759970000000003,0.5,1.5,1,388
388,3741,10000087,99999,2.50365,0.5,1.5,1,389
389,10000087,3741,99999,2.50365,0.5,1.5,1,390
390,4385,10000087,99999,2.590875,0.5,1.5,1,391
391,10000087,4385,99999,2.590875,0.5,1.5,1,392
392,4633,10000087,99999,2.239323,0.5,1.5,1,393
393,10000087,4633,99999,2.239323,0.5,1.5,1,394
394,4634,10000087,99999,1.8655709999999999,0.5,1.5,1,395
395,10000087,4634,99999,1.8655709999999999,0.5,1.5,1,396
396,4635,10000087,99999,2.642025,0.5,1.5,1,397
397,10000087,4635,99999,2.642025,0.5,1.5,1,398
398,4636,10000087,99999,1.9889369999999997,0.5,1.5,1,399
399,10000087,4636,99999,1.9889369999999997,0.5,1.5,1,400
400,5141,10000087,99999,1.825809,0.5,1.5,1,401
401,10000087,5141,99999,1.825809,0.5,1.5,1,402
402,8213,10000087,99999,2.5747590000000002,0.5,1.5,1,403
403,10000087,8213,99999,2.5747590000000002,0.5,1.5,1,404
404,8218,10000087,99999,2.390109,0.5,1.5,1,405
405,10000087,8218,99999,2.390109,0.5,1.5,1,406
406,8219,10000087,99999,2.576304,0.5,1.5,1,407
407,10000087,8219,99999,2.576304,0.5,1.5,1,408
408,1635,10000027,99999,2.8240410000000002,0.5,1.5,1,409
409,10000027,1635,99999,2.8240410000000002,0.5,1.5,1,410
410,1637,10000027,99999,2.6351069999999996,0.5,1.5,1,411
411,10000027,1637,99999,2.6351069999999996,0.5,1.5,1,412
412,1638,10000027,99999,2.469153,0.5,1.5,1,413
413,10000027,1638,99999,2.469153,0.5,1.5,1,414
414,1639,10000027,99999,2.329458,0.5,1.5,1,415
415,10000027,1639,99999,2.329458,0.5,1.5,1,416
416,1640,10000027,99999,2.2193129999999996,0.5,1.5,1,417
417,10000027,1640,99999,2.2193129999999996,0.5,1.5,1,418
418,1641,10000027,99999,2.146512,0.5,1.5,1,419
419,10000027,1641,99999,2.146512,0.5,1.5,1,420
420,1642,10000027,99999,2.1145050000000003,0.5,1.5,1,421
421,10000027,1642,99999,2.1145050000000003,0.5,1.5,1,422
422,1818,10000027,99999,2.854962,0.5,1.5,1,423
423,10000027,1818,99999,2.854962,0.5,1.5,1,424
424,1821,10000027,99999,2.93568,0.5,1.5,1,425
425,10000027,1821,99999,2.93568,0.5,1.5,1,426
426,1822,10000027,99999,3.179259,0.5,1.5,1,427
427,10000027,1822,99999,3.179259,0.5,1.5,1,428
428,4548,10000027,99999,3.199218,0.5,1.5,1,429
429,10000027,4548,99999,3.199218,0.5,1.5,1,430
430,4686,10000027,99999,1.575843,0.5,1.5,1,431
431,10000027,4686,99999,1.575843,0.5,1.5,1,432
432,4688,10000027,99999,2.113476,0.5,1.5,1,433
433,10000027,4688,99999,2.113476,0.5,1.5,1,434
434,4689,10000027,99999,2.467878,0.5,1.5,1,435
435,10000027,4689,99999,2.467878,0.5,1.5,1,436
436,6199,10000027,99999,3.123555,0.5,1.5,1,437
437,10000027,6199,99999,3.123555,0.5,1.5,1,438
438,6200,10000027,99999,3.015717,0.5,1.5,1,439
439,10000027,6200,99999,3.015717,0.5,1.5,1,440
440,6201,10000027,99999,2.875464,0.5,1.5,1,441
441,10000027,6201,99999,2.875464,0.5,1.5,1,442
442,6202,10000027,99999,2.714727,0.5,1.5,1,443
443,10000027,6202,99999,2.714727,0.5,1.5,1,444
444,6203,10000027,99999,2.6947259999999997,0.5,1.5,1,445
445,10000027,6203,99999,2.6947259999999997,0.5,1.5,1,446
446,6205,10000027,99999,2.544165,0.5,1.5,1,447
447,10000027,6205,99999,2.544165,0.5,1.5,1,448
448,6298,10000027,99999,2.0211989999999997,0.5,1.5,1,449
449,10000027,6298,99999,2.0211989999999997,0.5,1.5,1,450
450,7051,10000027,99999,3.234492,0.5,1.5,1,451
451,10000027,7051,99999,3.234492,0.5,1.5,1,452
452,7052,10000027,99999,2.904,0.5,1.5,1,453
453,10000027,7052,99999,2.904,0.5,1.5,1,454
454,7055,10000027,99999,2.8311990000000002,0.5,1.5,1,455
455,10000027,7055,99999,2.8311990000000002,0.5,1.5,1,456
456,7977,10000027,99999,1.7204009999999998,0.5,1.5,1,457
457,10000027,7977,99999,1.7204009999999998,0.5,1.5,1,458
